,OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,geometry,Owner,TaxParcelOwner,UBINumber,Principals,CompanyAddress,BusinessName,Agent
545,757,2020,MARKET PLACE ONE & TWO,NonResidential,1977200280,2001 WESTERN AVE,SEATTLE,WA,98121.0,47.61051,-122.34439,DOWNTOWN,7.0,1979,7,1,131143,43983,87160,75.0,64.3,63.6,9556679.0,9457299.0,138.1,137.4,Mixed Use Property,Parking,132780.0,Office,127013.0,Restaurant,21642.0,1756787,0,34631,Compliant,No Issue,5994157.0,3463142.0,215.8,4.9,POINT (-122.34439 47.61051),,PPF OFF 2001 WESTERN AVENUE LLC,,,,,
546,758,2020,PACIFIC PLACE,NonResidential,6600470000,600 PINE ST,SEATTLE,WA,98101.0,47.61289,-122.33531,DOWNTOWN,7.0,1999,0,1,947987,507802,440185,,123.2,121.4,41845400.0,41259560.0,281.7,279.9,Parking,Parking,440185.0,Enclosed Mall,339784.0,Restaurant,80000.0,8671232,0,116733,Compliant,No Issue,29586244.0,11673317.0,777.3,1.5,POINT (-122.33531 47.61289),,UNDEFINED,,,,,
548,760,2020,TWO PINE,NonResidential,1117080020,1601 2ND AVE,SEATTLE,WA,98101.0,47.61036,-122.34037,DOWNTOWN,7.0,1908,10,1,132998,132998,0,,38.3,37.6,4754130.0,4668398.0,92.9,92.0,Office,Office,103323.0,Retail Store,20713.0,,,1064197,1037358,0,Compliant,No Issue,3631040.0,0.0,105.4,0.8,POINT (-122.34037 47.61036),,LBR RV-COMPANY XXVIII LP,,,,,
549,761,2020,ROSS DRESS FOR LESS,NonResidential,1975700300,301 PIKE ST,SEATTLE,WA,98101.0,47.60956,-122.33715,DOWNTOWN,7.0,1940,3,1,83118,83118,0,82.0,31.3,31.3,2599003.0,2599003.0,67.3,67.3,Retail Store,Retail Store,83118.0,,,,,479925,0,9615,Compliant,No Issue,1637505.0,961498.0,59.8,0.7,POINT (-122.33715 47.60956),,E C B-HEALY LLC+GCH LLC,,,,,
550,762,2020,KRESS BUILDING,NonResidential,1975700485,1419 3RD AVE,SEATTLE,WA,98101.0,47.60933,-122.33786,DOWNTOWN,7.0,1924,3,1,77555,77555,0,65.0,69.2,69.2,5144016.0,5144016.0,193.7,193.7,Retail Store,Retail Store,74354.0,,,,,1507534,0,3,Compliant,No Issue,5143706.0,312.0,27.4,0.4,POINT (-122.33786 47.60933),ROIC (Retail Opportunities Investments Corp),ROIC WASHINGTON LLC,603 026 438,"['RETAIL OPPORTUNITY INVESTMENTS PARTNERSHIP, LP']","11250 EL CAMINO REAL, SUITE 200, SAN DIEGO, CA, 92130-2677, UNITED STATES","ROIC WASHINGTON, LLC",CORPORATION SERVICE COMPANY
551,763,2020,MARKET SQUARE,NonResidential,7666202405,1415 WESTERN AVE,SEATTLE,WA,98101.0,47.60765,-122.34097,DOWNTOWN,7.0,1909,6,1,51218,51218,0,77.0,28.6,28.6,1494467.0,1494467.0,79.8,79.8,Office,Office,52314.0,Restaurant,7044.0,,,436598,0,48,Compliant,No Issue,1489671.0,4796.0,8.2,0.2,POINT (-122.34097 47.60765),Tim Cavanaugh,1415 WESTERN LLC,603 397 806,['TIMOTHY CAVANAUGH'],"4616 25TH AVE NE, #773, SEATTLE, WA, 98105-4183, UNITED STATES",1415 WESTERN LLC,AMANDA LOWELL
552,764,2020,FINANCIAL CENTER,NonResidential,0002400002,1215 4TH AVE,SEATTLE,WA,98101.0,47.60765,-122.3348,DOWNTOWN,7.0,1970,29,1,453106,387655,65451,56.0,78.8,78.0,30550912.0,30243462.0,196.3,195.3,Office,Office,371450.0,Parking,65451.0,Other - Technology/Science,9295.0,7252671,4237944,12594,Compliant,No Issue,24746113.0,1259403.0,550.3,1.4,POINT (-122.3348 47.60765),,UNIVERSITY OF WASHINGTON,,,,,
553,765,2020,SEATTLE TOWER,NonResidential,1975200005,1218 3RD AVE,SEATTLE,WA,98101.0,47.60769,-122.33544,DOWNTOWN,7.0,1929,27,1,216571,203251,13320,71.0,82.5,79.2,16765020.0,16102525.0,151.9,148.0,Office,Office,193796.0,Parking,13320.0,Retail Store,7106.0,1967894,9322924,651,Compliant,No Issue,6714454.0,65147.0,813.0,4.0,POINT (-122.33544 47.60769),,DP BUNKER HILL LLC,603 545 500,['VALERIE YIP'],"818 W 7TH ST STE 410, LOS ANGELES, CA, 90017-3463, UNITED STATES","DP BUNKER HILL, LLC","NATIONAL REGISTERED AGENTS, INC."
554,766,2020,1200 3RD AVENUE,NonResidential,1975200015,1200 3RD AVE,SEATTLE,WA,98101.0,47.60741,-122.33565,DOWNTOWN,7.0,1921,13,1,189175,189175,0,58.0,109.7,109.7,17908318.0,17908318.0,307.2,307.2,Office,Office,146697.0,Data Center,12017.0,Other - Restaurant/Bar,4518.0,5248628,0,0,Compliant,No Issue,17908319.0,0.0,95.2,0.5,POINT (-122.33565 47.60741),Expeditors International,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,600 335 063,"['BENJAMIN CLARK' 'BENJAMIN CLARK' 'BENJAMIN CLARK' 'BENJAMIN CLARK'
 'BRADLEY POWELL' 'BRADLEY POWELL' 'BRADLEY POWELL' 'BRADLEY POWELL'
 'CHRISTOPHER MCCLINCY' 'CHRISTOPHER MCCLINCY' 'CHRISTOPHER MCCLINCY'
 'CHRISTOPHER MCCLINCY' 'DANIEL WALL' 'DANIEL WALL' 'DANIEL WALL'
 'DANIEL WALL' 'DIANE GULYAS' 'DIANE GULYAS' 'DIANE GULYAS' 'DIANE GULYAS'
 'EUGENE ALGER' 'EUGENE ALGER' 'EUGENE ALGER' 'EUGENE ALGER'
 'JAMES DUBOIS' 'JAMES DUBOIS' 'JAMES DUBOIS' 'JAMES DUBOIS'
 'JEFFREY DICKERMAN' 'JEFFREY DICKERMAN' 'JEFFREY DICKERMAN'
 'JEFFREY DICKERMAN' 'JEFFREY MUSSER' 'JEFFREY MUSSER' 'JEFFREY MUSSER'
 'JEFFREY MUSSER' 'LIANE PELLETIER' 'LIANE PELLETIER' 'LIANE PELLETIER'
 'LIANE PELLETIER' 'MARK EMMERT' 'MARK EMMERT' 'MARK EMMERT' 'MARK EMMERT'
 'RICHARD ROSTAN' 'RICHARD ROSTAN' 'RICHARD ROSTAN' 'RICHARD ROSTAN'
 'ROBERT CARLILE' 'ROBERT CARLILE' 'ROBERT CARLILE' 'ROBERT CARLILE']","1015 THIRD AVE, SEATTLE, WA, 98104, UNITED STATES","EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.","REGISTERED AGENT SOLUTIONS, INC."
555,767,2020,1015 THIRD AVENUE BLDG - EXPEDITORS INTERNATIONAL,NonResidential,0939000485,1015 3RD AVE,SEATTLE,WA,98104.0,47.60582,-122.33464,DOWNTOWN,7.0,1998,13,1,293576,219095,74481,74.0,58.2,57.3,12569843.0,12375845.0,162.9,160.4,Office,Office,201670.0,Parking,70603.0,Other,14424.0,3627153,0,0,Compliant,No Issue,12375846.0,0.0,65.8,0.3,POINT (-122.33464 47.60582),Expeditors International,EXPEDITORS INTERNATIONAL OF WA INC,600 335 063,"['BENJAMIN CLARK' 'BENJAMIN CLARK' 'BENJAMIN CLARK' 'BENJAMIN CLARK'
 'BRADLEY POWELL' 'BRADLEY POWELL' 'BRADLEY POWELL' 'BRADLEY POWELL'
 'CHRISTOPHER MCCLINCY' 'CHRISTOPHER MCCLINCY' 'CHRISTOPHER MCCLINCY'
 'CHRISTOPHER MCCLINCY' 'DANIEL WALL' 'DANIEL WALL' 'DANIEL WALL'
 'DANIEL WALL' 'DIANE GULYAS' 'DIANE GULYAS' 'DIANE GULYAS' 'DIANE GULYAS'
 'EUGENE ALGER' 'EUGENE ALGER' 'EUGENE ALGER' 'EUGENE ALGER'
 'JAMES DUBOIS' 'JAMES DUBOIS' 'JAMES DUBOIS' 'JAMES DUBOIS'
 'JEFFREY DICKERMAN' 'JEFFREY DICKERMAN' 'JEFFREY DICKERMAN'
 'JEFFREY DICKERMAN' 'JEFFREY MUSSER' 'JEFFREY MUSSER' 'JEFFREY MUSSER'
 'JEFFREY MUSSER' 'LIANE PELLETIER' 'LIANE PELLETIER' 'LIANE PELLETIER'
 'LIANE PELLETIER' 'MARK EMMERT' 'MARK EMMERT' 'MARK EMMERT' 'MARK EMMERT'
 'RICHARD ROSTAN' 'RICHARD ROSTAN' 'RICHARD ROSTAN' 'RICHARD ROSTAN'
 'ROBERT CARLILE' 'ROBERT CARLILE' 'ROBERT CARLILE' 'ROBERT CARLILE']","1015 THIRD AVE, SEATTLE, WA, 98104, UNITED STATES","EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.","REGISTERED AGENT SOLUTIONS, INC."
556,768,2020,1201 WESTERN BUILDING,NonResidential,7666202480,1201 WESTERN AVE,SEATTLE,WA,98101.0,47.60576,-122.33922,DOWNTOWN,7.0,1910,7,1,122356,122356,0,94.0,33.2,33.1,3706708.0,3690284.0,89.9,89.8,Office,Office,95942.0,Retail Store,15523.0,Data Center,182.0,1029344,0,1782,Compliant,No Issue,3512122.0,178163.0,28.1,0.2,POINT (-122.33922 47.60576),Martin Smith Inc,VIRGINIA STREET JOINT VENTURE LLC,604 063 765,['THIRD AND VIRGINIA HOLDINGS LLC'],"2107 ELLIOTT AVE STE 303, SEATTLE, WA, 98121-2159, UNITED STATES",VIRGINIA STREET JOINT VENTURE LLC,"UNISEARCH, INC."
557,769,2020,UNITED WAY,NonResidential,0939000240,720 2ND AVE,SEATTLE,WA,98104.0,47.60366,-122.33328,DOWNTOWN,7.0,1921,3,1,52298,52298,0,88.0,29.8,29.2,1558512.0,1523111.0,83.5,81.6,Office,Office,52250.0,,,,,446398,0,0,Compliant,No Issue,1523111.0,0.0,8.1,0.2,POINT (-122.33328 47.60366),Stanford Hotels Corporation,SEATTLE DOWNTOWN HOTEL & RESIDENCES LLC,603 340 323,['ELLIOTT DEVELOPMENT LLC' 'STANFORD HOSPITALITY INC'],"433 CALIFORNIA ST, STE 700, SAN FRANCISCO, CA, 94104-2011, UNITED STATES",SEATTLE DOWNTOWN HOTEL & RESIDENCES LLC,C T CORPORATION SYSTEM
558,771,2020,HOGE BUILDING,NonResidential,0939000230,705 2ND AVE,SEATTLE,WA,98104.0,47.60304,-122.33362,DOWNTOWN,7.0,1911,17,1,116640,116640,0,85.0,44.7,43.9,5218106.0,5115284.0,104.0,102.9,Office,Office,116640.0,,,,,1074075,1450538,0,Compliant,No Issue,3664744.0,0.0,139.9,1.2,POINT (-122.33362 47.60304),Temasek Holdings,TEMASEK L L C,601 930 871,['HOOI CHAY PHNG'],"601 UNION ST, SUITE 4100, SEATTLE, WA, 98101-1368, UNITED STATES","TEMASEK, L.L.C.","WKG, INC."
559,772,2020,BANK OF AMERICA FIFTH AVENUE PLAZA,NonResidential,0942000470,800 5TH AVE,SEATTLE,WA,98104.0,47.60573,-122.33028,DOWNTOWN,3.0,1981,42,1,1249055,1047934,201121,85.0,36.2,35.6,36585228.0,35965076.0,101.3,99.5,Office,Office,999310.0,Parking,224324.0,Medical Office,12276.0,10540760,0,0,Compliant,No Issue,35965073.0,0.0,191.2,0.2,POINT (-122.33028 47.60573),The Blackstone Group,BPP 800 FIFTH PROPERTY OWNER LLC,604 371 982,"['A.J. AGARWAL' 'ADAM LESLIE' 'AMANDA BATES' 'AMY SMITH' 'ANDREA DRASITES'
 'ANNA STOKES' 'ANTHONY BEOVICH' 'ANTHONY F. MARONE, JR.' 'ASIM HAMID'
 'BPP 800 FIFTH MEZZ LLC' 'BRENDA HARALDSTAD' 'BRENDAN MCCRACKEN'
 'BRENDAN MCINTEE' 'BRIAN KAUFMAN' 'BRIAN KIM' 'BRIAN LIN'
 'BRITTON DERKAC' 'CHAO YAN' 'CHARLIE HOBEY' 'CHRIS GRAHAM'
 'DANIELLE SANDS' 'DAVID LEVINE' 'DAVID MOORE' ""DAVID O'NEILL""
 'DEONDRA CEPHUS' 'DOUG ARMER' 'ERIC LEANER' 'ERIC WU' 'FRANK COHEN'
 'FRANK R. CAMPBELL' 'GIOVANNI CUTAIA' 'GLEN BARTLEY' 'IVY ISRAEL'
 'JACOB WERNER' 'JEFF NIRENBERG' 'JIM ANDERSON' 'JOHN PRETE'
 'JOSEPH ROCCO' 'JOSEPH VALANE' 'JOSHUA CARSON' 'KAREN SPROGIS'
 'KATHLEEN MCCARTHY' 'KENNETH A. CAPLAN' 'LAKECIA STANFORD' 'LAUREN SOZIO'
 'LEON VOLCHYOK' 'LESLIE ROBELLY' 'MARC LENIHAN' 'MARIKAY KLANK'
 'MARK HUDSPETH' 'MARSHALL NEVINS' 'MELISSA PIANKO' 'MICHAEL ANTHONY'
 'MICHAEL BERINGER' 'MICHAEL LASCHER' 'MICHAEL WIEBOLT' 'MIKE FORMAN'
 'MIKKI WARD' 'NADEEM MEGHJI' 'NICOLE GRIMALDI' 'NICOLE LALICH'
 'NISSAN SHAH' 'PAUL GORDON' 'PAUL KOLODZIEJ' 'PAUL QUINLAN'
 'PHIL BATEMAN' 'QAHIR MADHANY' 'RICHARD REYES' 'ROBERT HARPER'
 'RON BERNSTEIN' 'RYAN INGLE' 'SCOTT TREBILCO' 'SIMON WASSERBERGER'
 'SPENCER ROSE' 'STEVEN HAMILTON' ""T. MAX O'NEILL"" 'TIM MARCHAL'
 'TOM JACK' 'TYLER HENRITZE' 'WESLEY LEPATNER' 'WILLIAM J. STEIN'
 'ZACH ZABROWSKI']","233 S WACKER DR, SUITE 4700, CHICAGO, IL, 60606-6332, UNITED STATES",BPP 800 FIFTH PROPERTY OWNER LLC,CORPORATION SERVICE COMPANY
560,773,2020,SEIU LOCAL 775- SEATTLE BUILDING,NonResidential,0939000245,215 COLUMBIA ST,SEATTLE,WA,98104.0,47.6038,-122.33293,DOWNTOWN,7.0,1924,4,1,63150,63150,0,74.0,49.9,48.9,3040565.0,2976543.0,112.7,111.6,Office,Office,60906.0,,,,,614900,0,8785,Compliant,No Issue,2098037.0,878506.0,57.8,0.9,POINT (-122.33293 47.6038),,SEIU LOCAL 775,,,,,
561,774,2020,PACIFIC BUILDING,NonResidential,0942000590,720 3RD AVE,SEATTLE,WA,98104.0,47.60411,-122.33225,DOWNTOWN,7.0,1970,22,1,227556,129000,98556,95.0,32.5,31.8,4996776.0,4880858.0,91.1,89.0,Office,Office,153513.0,Parking,72550.0,,,1430497,0,0,Compliant,No Issue,4880856.0,0.0,26.0,0.2,POINT (-122.33225 47.60411),Brickman Fund,BRICKMAN PACIFIC LLC,603 445 367,['BRICKMAN FUND VI REIT INC.'],"C/O BRICKMAN, ONCE GREENWICH OFFICE PARK, BUILDING 1N, SUITE 175, GREENWICH, CT, 06831, UNITED STATES",BRICKMAN PACIFIC LLC,C T CORPORATION SYSTEM
562,775,2020,COLUMBIA CENTER,NonResidential,0942000640,701 5TH AVE,SEATTLE,WA,98104.0,47.60454,-122.33072,DOWNTOWN,7.0,1985,76,1,1952220,1632820,319400,86.0,46.6,46.6,76146184.0,76146184.0,128.8,128.8,Office,Office,1577300.0,Parking,319400.0,Other,55520.0,21826170,0,16753,Compliant,No Issue,74470892.0,1675277.0,485.0,0.3,POINT (-122.33072 47.60454),Gaw Capital,GC COLUMBIA LLC,604 304 584,"['GC COLUMBIA, LLC']","818 W 7TH ST STE 410, 818 W. 7TH STREET, STE 410, LOS ANGELES, CA, 90017-3463, UNITED STATES","GC COLUMBIA TRS, LLC",C T CORPORATION SYSTEM
565,778,2020,101 KING STREET,NonResidential,7666206830,500 1ST AVE S,SEATTLE,WA,98104.0,47.5981,-122.33369,DOWNTOWN,2.0,1910,6,1,95000,81300,13700,88.0,42.4,42.4,3579098.0,3579098.0,97.7,97.7,Office,Office,84481.0,Parking,8474.0,,,752732,0,10108,Compliant,No Issue,2568322.0,1010776.0,67.3,0.8,POINT (-122.33369 47.5981),"Martin Smith, Inc",MSI - 1ST & KING LLC,602 739 680,"['H  MARTIN SMITH, III']","316 OCCIDENTAL AVE S, STE 300, SEATTLE, WA, 98104-4421, UNITED STATES",MSI - 1ST & KING LLC,FIKSO KRETSCHMER SMITH DIXON ORMSETH PS
566,779,2020,ADMINISTRATION BUILDING - KING COUNTY,NonResidential,0942000920,500 4TH AVE,SEATTLE,WA,98104.0,47.6029,-122.32927,DOWNTOWN,7.0,1971,9,1,224857,224857,0,65.0,74.5,73.0,15275385.0,14964411.0,165.9,164.0,Office,Office,204993.0,,,,,2867422,5180766,0,Compliant,No Issue,9783644.0,0.0,482.1,2.1,POINT (-122.32927 47.6029),,UNDEFINED,,,,,
567,780,2020,KING STREET CENTER,NonResidential,5247800795,201 S JACKSON ST,SEATTLE,WA,98104.0,47.59878,-122.33088,DOWNTOWN,2.0,1998,8,1,446261,321473,124788,96.0,31.5,31.2,10812241.0,10720021.0,88.2,87.4,Office,Office,343400.0,Parking,114237.0,,,3141858,0,0,Compliant,No Issue,10720019.0,0.0,57.0,0.2,POINT (-122.33088 47.59878),,KING COUNTY,,,,,
587,806,2020,U.S. RUBBER BLDG.,NonResidential,5247800865,212 S JACKSON ST,SEATTLE,WA,98104.0,47.59937,-122.33116,DOWNTOWN,7.0,1902,4,1,72000,72000,0,,21.1,19.9,1206500.0,1135954.0,40.8,39.0,Mixed Use Property,Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,173208,0,5450,Compliant,No Issue,590986.0,544968.0,32.1,0.4,POINT (-122.33116 47.59937),,U.S. RUBBER BUILDING LLC,,,,,
589,809,2020,WASHINGTON SHOE BUILDING,NonResidential,5247800735,159 S JACKSON ST,SEATTLE,WA,98104.0,47.59895,-122.33248,DOWNTOWN,2.0,1900,6,1,95760,79920,15840,82.0,59.6,58.7,4328066.0,4262607.0,153.8,151.8,Office,Office,61592.0,Parking,12110.0,Restaurant,11072.0,1097725,0,5172,Compliant,No Issue,3745438.0,517170.0,47.4,0.6,POINT (-122.33248 47.59895),SAMIS Foundation,WASHINGTON SHOE BUILDING LLC,602 647 733,['ANNE DEVOE LAWLER' 'SAMIS LAND CO'],"208 JAMES ST #C, SEATTLE, WA, 98104, UNITED STATES","WASHINGTON SHOE BUILDING, LLC",LINDA SULLIVAN
594,815,2020,FIFTH & YESLER BLDG.,NonResidential,0942001155,300 5TH AVE,SEATTLE,WA,98104.0,47.60214,-122.32726,DOWNTOWN,3.0,2009,17,1,413264,275166,138098,91.0,31.9,31.9,10024400.0,10024400.0,89.4,89.4,Office,Office,313851.0,Parking,88358.0,,,2937984,0,0,Compliant,No Issue,10024401.0,0.0,53.3,0.2,POINT (-122.32726 47.60214),Martin Selig Real Estate,300 FIFTH AVENUE LLC,604 670 512,['JOHN M. GREELEY' 'MARTIN SELIG'],"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",300 FIFTH AVENUE LLC,
643,19484,2020,THE COBB APARTMENTS,Multifamily HR (10+),0002400002,1326 5TH AVE,SEATTLE,WA,98101.0,47.60932,-122.33388,DOWNTOWN,7.0,1910,11,1,321945,321945,0,44.0,61.1,60.2,5889559.0,5799277.0,116.6,115.4,Multifamily HR (10+),Multifamily Housing,76422.0,Restaurant,19895.0,,,796793,1771359,13093,Compliant,No Issue,2718659.0,1309259.0,231.0,0.7,POINT (-122.33388 47.60932),,UNIVERSITY OF WASHINGTON,,,,,
652,19519,2020,ASIA CONDOMINIUM,Multifamily MR (5-9),0086000000,668 S LANE ST,SEATTLE,WA,98104.0,47.59696,-122.32412,DOWNTOWN,2.0,2002,7,1,66849,66849,0,,30.1,29.8,2008910.0,1992910.0,84.1,83.5,Multifamily MR (5-9),Multifamily Housing,66849.0,,,,,584089,0,0,Compliant,No Issue,1992910.0,0.0,10.6,0.2,POINT (-122.32412 47.59696),,UNDEFINED,,,,,
655,19532,2020,ALEXANDRIA CONDOMINIUM,Multifamily MR (5-9),0125000000,3028 WESTERN AVE,SEATTLE,WA,98121.0,47.61783,-122.35538,DOWNTOWN,7.0,1991,5,1,59440,59440,0,,56.3,54.6,2789643.0,2705805.0,122.8,119.9,Multifamily MR (5-9),Multifamily Housing,49532.0,,,,,518449,0,9369,Compliant,No Issue,1768948.0,936857.0,59.2,1.0,POINT (-122.35538 47.61783),,UNDEFINED,,,,,
670,19583,2020,AVENUE ONE CONDOMINIUM,Multifamily HR (10+),0324500000,2721 1ST AVE,SEATTLE,WA,98121.0,47.61598,-122.35149,DOWNTOWN,7.0,2004,13,1,120405,120405,0,87.0,34.2,33.9,4007630.0,3963272.0,83.6,82.6,Multifamily HR (10+),Multifamily Housing,112796.0,Parking,14410.0,Office,3252.0,921056,0,8206,Compliant,No Issue,3142643.0,820628.0,60.3,0.5,POINT (-122.35149 47.61598),,UNDEFINED,,,,,
679,19653,2020,OLIVE TOWER APTS,Multifamily HR (10+),0660001970,1626 BOREN AVE,SEATTLE,WA,98101.0,47.61531,-122.33018,DOWNTOWN,7.0,1928,14,1,50141,50141,0,95.0,66.4,63.3,2232886.0,2126664.0,113.3,109.9,Multifamily HR (10+),Multifamily Housing,33608.0,,,,,244698,0,12918,Compliant,No Issue,834911.0,1291753.0,73.0,1.5,POINT (-122.33018 47.61531),Bellwether Housing,OLIVE TOWER APARTMENTS L L C,602 668 935,"['DEVA HASSON' 'KATE JONCAS' 'REBEKAH BASTIAN' 'SARAH LEWONTIN'
 'SUSAN BOYD']","433 MINOR AVE N, SEATTLE, WA, 98109-5439, UNITED STATES",OLIVE TOWER APARTMENTS LLC,BELLWETHER HOUSING
680,19654,2020,1100 OLIVE BUILDING TARGETED GENETICS,NonResidential,0660002030,1100 OLIVE WAY,SEATTLE,WA,98101.0,47.61597,-122.33086,DOWNTOWN,7.0,1946,2,1,44588,22588,22000,,163.5,163.5,7292060.0,7292060.0,457.9,457.9,Laboratory,Laboratory,39588.0,Parking,22000.0,Office,5000.0,2137180,0,0,Not Compliant,Account Requires Verification,7292058.0,0.0,38.8,1.7,POINT (-122.33086 47.61597),Stockbridge Capital Group,TMT OLIVE LAB INC,603 122 591,"['ALBERT J JEHLE' 'BIANCA TABOURN' 'BREANNA STAGGS' 'BRIAN BILL'
 'DANIEL S WEAVER' 'DARIK AFSHANI' 'DOUGLAS D STURIALE' 'DREW STEPANEK'
 'EILEEN TONGSON' 'ELIZABETH KIRLEY' 'JOEL SASSER' 'MARK D CARLSON'
 'MATTHEW JERRY' 'MEGHAN CONCANNON' 'MEGHAN FINNERAN' 'SOLLIE A RASO'
 'STEPHANIE CHRISMAN' 'WILLIAM DAVID NIX JR']","4 EMBARCADERO CTR STE 3300, SAN FRANCISCO, CA, 94111-4184, UNITED STATES","TMT OLIVE LAB, INC.",C T CORPORATION SYSTEM
681,19661,2020,BALFOUR PLACE APTS,Multifamily MR (5-9),0660002340,1820 MINOR AVE,SEATTLE,WA,98101.0,47.61783,-122.33134,DOWNTOWN,7.0,1993,6,1,140049,114212,25837,,58.3,57.3,5042216.0,4950772.0,111.3,109.7,Multifamily MR (5-9),Multifamily Housing,80160.0,Parking,8662.0,Retail Store,6316.0,718064,0,25007,Compliant,No Issue,2450035.0,2500737.0,145.8,1.3,POINT (-122.33134 47.61783),Burrard,1200 HOWELL STREET LLC,603 485 893,['BURRARD DEVELOPMENT LLC'],"1924 1ST AVE STE 300, SEATTLE, WA, 98101-4802, UNITED STATES",1200 HOWELL STREET LLC,"SW&W REGISTERED AGENTS, INC."
689,19673,2020,BELLORA,Multifamily HR (10+),0687800000,2716 ELLIOTT AVE,SEATTLE,WA,98121.0,47.61502,-122.35263,DOWNTOWN,7.0,2003,13,1,105707,105707,0,56.0,50.4,49.8,5324692.0,5266508.0,91.9,91.8,Multifamily HR (10+),Multifamily Housing,100374.0,Office,5333.0,,,698658,0,28827,Compliant,No Issue,2383820.0,2882688.0,165.8,1.6,POINT (-122.35263 47.61502),,UNDEFINED,,,,,
690,19677,2020,CORNELIUS APTS,Multifamily MR (5-9),0694000080,306 BLANCHARD ST,SEATTLE,WA,98121.0,47.61419,-122.34354,DOWNTOWN,7.0,1925,9,1,86560,86560,0,45.0,59.7,57.7,3725180.0,3598165.0,164.5,158.9,Multifamily MR (5-9),Multifamily Housing,62380.0,,,,,1026833,0,946,Compliant,No Issue,3503554.0,94611.0,23.7,0.3,POINT (-122.34354 47.61419),,CORNELIUS APARTMENTS LLC,,,,,
691,19679,2020,SECURITY HOUSE,Multifamily HR (10+),0694000115,2225 4TH AVE,SEATTLE,WA,98121.0,47.61498,-122.3438,DOWNTOWN,7.0,1978,13,1,91600,79235,12365,33.0,51.6,50.3,4090492.0,3984446.0,144.5,140.8,Multifamily HR (10+),Multifamily Housing,65706.0,Office,13529.0,,,1167774,0,0,Compliant,No Issue,3984445.0,0.0,21.2,0.3,POINT (-122.3438 47.61498),Bellwether Housing,SECURITY HOUSE LLLP,603 613 857,['DEVA HASSON' 'KATE JONCAS' 'REBEKAH BASTIAN' 'SUSAN BOYD'],"433 MINOR AVE N, SEATTLE, WA, 98109-5439, UNITED STATES",SECURITY HOUSE LLLP,BELLWETHER HOUSING
692,19680,2020,SHELBY APTS,Multifamily MR (5-9),0694000130,2201 4TH AVE,SEATTLE,WA,98121.0,47.61463,-122.34328,DOWNTOWN,7.0,2001,6,1,142063,95456,46607,86.0,31.8,31.6,3497841.0,3475765.0,86.3,85.7,Multifamily MR (5-9),Multifamily Housing,110041.0,Parking,35000.0,,,968058,0,1728,Compliant,No Issue,3303012.0,172753.0,26.7,0.3,POINT (-122.34328 47.61463),,CITY OF SEATTLE,,,,,
693,19682,2020,THE AUDREY AT BELLTOWN,Multifamily MR (5-9),0695000005,2922 WESTERN AVE,SEATTLE,WA,98121.0,47.61687,-122.35376,DOWNTOWN,7.0,1992,8,1,188717,135433,53284,94.0,29.5,29.0,3999137.0,3922105.0,78.1,76.8,Multifamily MR (5-9),Multifamily Housing,135433.0,Parking,53284.0,,,1051915,0,3330,Compliant,No Issue,3589134.0,332970.0,36.8,0.3,POINT (-122.35376 47.61687),,BRE-FMCA LLC,,,,,
694,19685,2020,BREMER APARTMENTS,Multifamily LR (1-4),0695000080,2905 1ST AVE,SEATTLE,WA,98121.0,47.61678,-122.35317,DOWNTOWN,7.0,1924,3,1,33400,33400,0,78.0,54.1,52.5,1805730.0,1753256.0,84.3,82.5,Multifamily LR (1-4),Multifamily Housing,33400.0,,,,,153260,0,12303,Compliant,No Issue,522922.0,1230334.0,68.1,2.0,POINT (-122.35317 47.61678),,BREMER APARTMENTS LLC,604 667 947,[' COMMUNITY ROOTS HOUSING' 'WALLER TAYLOR III'],"1620 12TH AVE, STE 205, SEATTLE, WA, 98122-2568, UNITED STATES",BREMER APARTMENTS LLC,COMMUNITY ROOTS HOUSING
