,Owner,BuildingsOwned,TotalSquareFootage,TotalGHGEmissions__metric_tons_,TotalElectricity_kBtu_,TotalSteamUse_kBtu,TotalNaturalGas_kBtu,TotalOtherFuelUse_kBtu,AverageGHGEmissionsIntensity,AverageSiteEUI_kBtu_sf,AverageSourceEUI_kBtu_sf,AverageENERGYSTARScore
1295,GREF 111 SOUTH JACKSON LP,1,78920,10,2029136,0,0,0,0.1,25.8,72.3,89.0
1296,WESTERN OFFICE PORTFOLIO PROPERTY OWNER LLC +UNICO PROPERTIES LLC,1,304346,412,9279876,971312,5324090,0,1.4,52.2,109.8,74.0
1297,COLLINS BUILDING LLC,1,50176,20,2401243,0,149611,0,0.4,50.9,137.3,
1298,GO-BRICKMAN CENTRAL OWNER LLC,1,201480,165,5762998,1622892,0,0,0.8,36.7,89.8,88.0
1299,VBGO 901 FIFTH SEA LLC,1,540589,291,35057891,1269177,0,0,0.5,60.6,166.3,84.0
1300,T C 4 & MADISON LLC,1,888049,192,36103771,0,0,0,0.2,40.5,113.5,86.0
1301,SAFECO PLAZA LLC,1,754455,428,36476907,0,4414357,0,0.6,45.0,117.6,80.0
1302,BPP 999 THIRD AVENUE OWNER LLC,1,1323055,175,32985783,0,0,0,0.1,30.3,84.8,88.0
1303,HINES NORTON SEATTLE LLC,1,293925,410,10853357,0,6644731,0,1.4,70.8,151.2,81.0
1304,BPP EXCHANGE BUILDING PROPERY OWNER LLC,1,384302,59,11164405,0,0,0,0.2,32.5,91.1,85.0
1305,710 SECOND AVE (WA) OWNER LLC,1,388934,291,10237808,2860589,0,0,0.8,33.7,82.5,84.0
1306,PIONEER BUILDING LEVEL OFFICE LLC,1,89355,0,0,0,0,0,0.0,,,
1307,BPP 800 FIFTH PROPERTY OWNER LLC,1,1047934,191,35965073,0,0,0,0.2,35.6,99.5,85.0
1308,SEIU LOCAL 775,1,63150,57,2098037,0,878506,0,0.9,48.9,111.6,74.0
1309,BRICKMAN PACIFIC LLC,1,129000,26,4880856,0,0,0,0.2,31.8,89.0,95.0
1310,OTT JOHN N $T,1,28760,66,265635,550509,355052,0,2.3,48.1,73.1,
1311,TRPF MILLENNIUM TOWER LLC,1,227978,143,12555273,0,1440357,0,0.6,48.6,127.4,75.0
1312,CASA BALLENA LLC,1,31432,20,1204781,0,270080,0,0.7,50.1,124.2,60.0
1313,PONG RENE+DONG LOREN+DONG,1,21600,25,418211,0,440885,0,1.2,39.8,75.6,
1314,PTL PROPERTY LIMITED PARTNERSHIP,1,33640,4,904559,0,0,0,0.1,33.1,92.7,67.0
1315,MOTTMAN BUILDING LLC,1,41920,2,446612,0,0,0,0.1,10.7,29.8,
1316,COLUMBIA TRUST COMPANY,1,26830,39,675149,0,673610,0,1.5,50.3,96.8,64.0
1317,BEEBE REALTY INC,1,36630,78,796573,718506,265562,0,2.1,72.9,138.2,78.0
1318,DUCAN BLDG INVESTMENTS L L C,1,38675,19,1039838,0,252982,0,0.5,78.9,194.0,
1319,164 SOUTH WASHINGTON STREET LLC,1,20880,1,324830,0,0,0,0.1,15.6,43.6,100.0
1320,DELMAR PLUS INC,1,22840,3,709373,0,0,0,0.2,31.1,87.0,49.0
1321,INTEGRUS SEATTLE LLC,1,27838,5,936606,0,0,0,0.2,33.6,94.2,83.0
1322,BAILEY WILLIAM F,1,39030,16,546829,0,258379,0,0.4,20.8,46.6,96.0
1323,SCIENTIFIC BUILDING LLC,1,28142,35,307947,371858,57218,0,1.3,26.2,48.7,89.0
1324,GC COLUMBIA LLC,1,1632820,485,74470892,0,1675277,0,0.3,46.6,128.8,86.0
1325,NEW ENGLAND BUILDING LLC,1,33300,26,761756,0,417742,0,0.8,35.4,77.2,
1326,COMPASS CENTER HOUSING DEVELOPMENT,1,49600,267,1911882,0,4840727,0,5.4,117.2,181.2,32.0
1327,SCHWABACHER BUILDING LLC,1,42804,17,437960,0,285898,0,0.4,23.6,49.7,
1328,MSI MAYNARD LLC,1,38376,8,1672113,0,0,0,0.2,52.8,147.8,20.0
1329,8 S WELLER LLC,1,23472,1,258425,0,0,0,0.1,,,
1330,KAR STANDARD LLC,1,33300,13,763211,0,170618,0,0.4,29.7,73.6,82.0
1331,HOWARD BUILDING SEATTLE LLC,1,23563,2,437558,0,0,0,0.1,18.6,52.0,92.0
1332,616 1ST AVENUE LLC,1,23622,5,909639,0,9465,0,0.2,38.9,108.2,80.0
1333,HARTFORD BUILDING LLC,1,20028,1,298805,0,0,0,0.1,14.9,41.8,95.0
1334,300 FIFTH AVENUE LLC,1,275166,53,10024401,0,0,0,0.2,31.9,89.4,91.0
1335,WASHINGTON SHOE BUILDING LLC,1,79920,47,3745438,0,517170,0,0.6,58.7,151.8,82.0
1336,MSI - 1ST & KING LLC,1,81300,67,2568322,0,1010776,0,0.8,42.4,97.7,88.0
1337,SRGMF III EASTLAKE AVENUE SEATTLE LLC,1,106182,92,2506795,0,1481740,0,0.9,37.6,80.8,99.0
1338,CAPITOL HILL TOD LLC,1,24600,17,150114,0,313943,0,0.7,18.9,30.5,100.0
1339,MLK FAMILY ARTS MENTORING ENRICHMENT COMMUNITY CENTER,1,25753,55,178106,0,1030746,0,2.2,46.9,61.4,
1340,4&U COMMERCIAL LLC,1,30525,65,1476698,691464,0,0,2.1,99.9,228.7,17.0
1341,ARZCO 1 INVESTMENT CORP,1,40260,7,1459310,0,0,0,0.2,53.3,149.1,
1342,800 STEWART LLC,1,32256,103,1602285,0,1787345,0,3.2,104.1,195.4,55.0
1343,MI HQ II LLC,1,27000,51,1997012,0,773936,0,1.9,102.6,237.2,
1344,VIRGINIA STREET JOINT VENTURE LLC,1,122356,28,3512122,0,178163,0,0.2,33.1,89.8,94.0
1345,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,1,189175,95,17908319,0,0,0,0.5,109.7,307.2,58.0
1346,DP BUNKER HILL LLC,1,203251,813,6714454,9322924,65147,0,4.0,79.2,148.0,71.0
1347,1415 WESTERN LLC,1,51218,8,1489671,0,4796,0,0.2,28.6,79.8,77.0
1348,LBR RV-COMPANY XXVIII LP,1,132998,105,3631040,1037358,0,0,0.8,37.6,92.0,
1349,PPF OFF 720 OLIVE WAY LLC,1,293737,80,15153995,0,0,0,0.3,46.0,128.8,82.0
1350,TILT49 OFFICE DEVELOPERS LLC,1,104823,67,3298092,601798,0,0,0.6,37.2,95.0,
1351,SFERS REAL ESTATE CORP FF,1,454273,72,13577327,0,0,0,0.2,38.7,108.4,84.0
1352,WESTERN OFFICE PORTFOLIO PROPERTY OWNER LLC,1,97720,29,5479420,0,0,0,0.3,56.6,158.4,97.0
1353,WASHINGTON SECURITITES,1,268832,339,9145248,3505827,0,0,1.3,50.8,119.8,
1354,101 STEWART STREET LLC,1,100717,22,4190639,0,0,0,0.2,41.6,116.5,82.0
1355,URG PARK PLACE LLC,1,353366,100,18827494,0,0,0,0.3,53.6,150.2,68.0
1356,MSI POLL LLC,1,79920,58,2107888,0,889808,0,0.7,37.5,85.5,76.0
1357,PIKE STREET INVESTORS LLC,1,620338,482,32398298,345448,5306439,0,0.8,56.8,144.3,74.0
1358,ONNI 1411 FOURTH DEVELOPMENT LP,1,151039,44,8403115,0,0,0,0.3,68.1,190.6,91.0
1359,BRICKMAN VANCE OWNER LLC,1,137500,206,1386347,2400565,0,0,1.5,27.4,49.0,98.0
1360,GO-BRICKMAN MIKEN OWNER LLC,1,60660,9,1739212,0,0,0,0.2,28.2,79.1,92.0
1361,JGB LLC,1,109266,101,3897483,782819,297014,0,0.9,55.9,122.2,77.0
1362,LBA REALTY LLC,1,132326,42,4090435,251369,115,0,0.3,32.8,88.8,83.0
1363,520 PIKE STREET INC,1,500000,80,15142067,0,0,0,0.2,35.6,99.6,89.0
1364,LCF DECATUR LLC,1,127268,64,5650408,223735,292434,0,0.5,48.5,128.8,71.0
1365,OSHEA BUILDING CO %MARTHA H KEARNS,1,79957,17,3235856,0,0,0,0.2,40.5,113.3,74.0
1366,LOGAN BUILDING LLC,1,135918,195,2869544,2172577,0,0,1.4,37.2,78.5,91.0
1367,BPP 1420 FIFTH AVE OWNER LLC,1,1023998,227,42821862,0,0,0,0.2,39.2,109.9,85.0
1368,4TH AVENUE BLDG LLC,1,35840,18,379934,0,303846,0,0.5,19.7,39.9,
1369,FANA DOYLE LLC,1,47686,59,978563,652960,0,0,1.2,48.0,103.7,76.0
1370,WALLYSONS INC,1,162993,270,7808239,2751945,0,0,1.7,57.8,137.7,76.0
1371,INTER CO-OP USA NOT 7 ASSOCIATES PARTNERSHIP,1,40715,13,1263326,0,134057,0,0.3,34.3,90.3,86.0
1372,PIKE PLACE MARKET PRESERVATION,1,45500,15,2830015,0,0,0,0.3,63.8,178.7,
1373,601 PINE STREET INVESTMENT GROUP INC,1,78920,21,3991474,0,0,0,0.3,50.6,141.6,
1374,VIRGINIA MASON RESEARCH CENTER,1,109550,189,12376245,1488820,0,0,1.7,126.6,332.7,
1375,1918 EIGHTH LLC,1,174000,357,6448967,3809802,137701,0,2.1,60.3,132.2,
1376,WASHINGTON STATE CONVENTION CENTER,1,946212,1471,30223520,14987953,1251147,0,1.6,43.3,97.0,
1377,MDB LANDMARK LLC,1,335064,0,0,0,0,0,,,,
1378,VIRGINIA MASON MEDICAL CENTER,1,158738,1148,21887209,5694684,10539720,0,7.2,188.5,391.7,2.0
1379,SHI-III FIRST HILL LLC C/O MERRILL GARDENS LLC,1,69035,145,3805165,0,2363107,0,2.1,60.6,129.1,8.0
1380,BRADDOCK LORNE SCOTT,1,480789,0,0,0,0,0,0.0,,,
1381,1921 27 FIFTH AVENUE HOLDINGS LLC,1,44928,0,0,0,0,0,0.0,,,
1382,KLINE GALLAND CENTER,1,158076,624,6791074,0,11085423,0,4.0,113.1,193.9,17.0
1383,FIRST HILL/EIGHTH AVENUE LLC,1,632849,1373,18818364,14524050,1272685,0,2.2,39.1,80.7,85.0
1384,AEW SBCO SEATTLE LLC,1,88424,0,0,0,0,0,0.0,,,
1385,TARGET CORPORATION,1,103000,105,6134295,0,1375000,0,1.0,78.2,193.9,51.0
1386,COLISEUM BUILDING LLC,1,36504,7,1438285,0,0,0,0.2,39.4,110.3,69.0
1387,BAYVIEW FARMS LLC,1,34680,25,700886,0,416492,0,0.7,32.2,69.2,94.0
1388,BARNES BROOKE A,1,25920,1,296196,0,0,0,0.1,11.4,32.0,49.0
1389,ROIC WASHINGTON LLC,1,77555,27,5143706,0,312,0,0.4,69.2,193.7,65.0
1390,E C B-HEALY LLC+GCH LLC,1,83118,59,1637505,0,961498,0,0.7,31.3,67.3,82.0
1391,NORDSTROM INC,1,693450,216,29602444,0,1119096,0,0.3,44.3,121.2,92.0
1392,ARRENDELL AMY+ARRENDELL REVOCABLE LIVING TRUST AMY +ET AL,1,57428,16,697601,0,240718,0,0.3,16.3,38.4,
1393,YUEN LUI STUDIO INC,1,22860,5,1017687,0,0,0,0.2,44.5,124.7,15.0
1394,GRIFFITH HAL E JR+JOAN,1,43728,373,4847452,0,6554759,0,8.6,260.8,467.8,
1395,TMT OLIVE LAB INC,1,22588,38,7292058,0,0,0,1.7,163.5,457.9,
1396,1301 6TH AVENUE (WA) OWNER LLC,1,126240,183,7188879,0,2728144,0,1.5,78.6,182.1,62.0
1397,HUDSON 1099 STEWART STREET LLC,1,300115,56,10642601,0,6727,0,0.2,34.8,97.3,88.0
1398,ALASKA TRADE BLDG LLC,1,36160,9,1796375,0,0,0,0.3,49.7,139.1,
1399,1201 TAB OWNER LLC,1,1115000,447,44850876,2207404,481174,0,0.4,42.1,114.1,80.0
1400,SPRING & 1111 THIRD PROPERTY SEA LLC,1,614158,149,25748603,0,241608,0,0.2,45.3,126.0,78.0
1401,WEATHERFORD APARTMENTS LLC,1,43566,5,954342,0,0,0,0.1,21.9,61.3,92.0
1402,WORLDMARK THE CLUB,1,83008,139,2023043,0,2415042,0,1.7,54.6,100.8,79.0
1403,SEATTLE HOST HOTEL COMPANY L L C,1,759392,1043,25517379,10359896,895500,0,1.4,44.1,101.7,98.0
1404,8TH & PINE JOINT VENTURE,1,88502,98,1940292,0,1661402,0,1.1,40.7,81.1,99.0
1405,ASPEN FLOWER LLC+MAYFLOWER HOTEL OWNER LLC,1,88434,169,2734351,1457837,632586,0,1.9,54.6,113.9,92.0
1406,1550 ARMORY LLC,1,25065,6,1300460,0,0,0,0.3,50.5,141.3,99.0
1407,BROOK IV LLC,1,32667,20,770474,0,310191,0,0.6,33.1,76.0,97.0
1408,CHERRY ST LLC,1,43459,61,1486636,0,1003144,0,1.4,57.3,120.0,69.0
1409,19 W HARRISON LLC,1,74717,50,1329064,0,812060,0,0.7,28.7,61.2,100.0
1410,ACME WMR ORI LLC,1,36356,28,793730,0,460781,0,0.8,34.5,74.4,99.0
1411,SRMAHULVEGA LLC,1,23090,26,582559,0,440145,0,1.1,44.3,90.7,98.0
1412,GRANCORP LARSSON LLC,1,34618,5,973001,0,4359,0,0.2,28.2,78.8,83.0
1413,ROOSEVELT STATION I LLC +ROOSEVELT STATION II LLC,1,73449,45,1312352,0,727943,0,0.6,28.8,62.1,100.0
1414,DAIWA WILSHIRE SEATTLE I SPE LLC,1,41600,23,990686,0,340664,0,0.6,32.0,75.3,
1415,BPP HOLLAND ONE LAKEFRONT LLC,1,308662,227,6010740,0,3687459,0,0.7,32.7,69.9,98.0
1416,101 DENNY LLC,1,32489,30,715916,0,497220,0,0.9,49.7,103.5,100.0
1417,LE MADISON LLC,1,33889,42,446115,0,757925,0,1.3,42.6,72.3,97.0
1418,1200 PIKE LLC,1,60645,0,0,0,0,0,0.0,,,
1419,AUGUSTA OWNER LLC,1,211754,21,3951519,0,0,0,0.1,18.8,52.4,100.0
1420,1701 DEXTER LLC,1,60500,45,1162798,0,742167,0,0.8,31.5,66.7,95.0
1421,EQR-SPRINGLINE LLC,1,161999,126,2997482,0,2087282,0,0.8,42.3,88.0,88.0
1422,CONAM HOLMAN 13 OWNER LLC,1,114259,100,2124544,0,1682940,0,0.9,75.0,151.9,68.0
1423,BEACON HILL VENTURES LLC,1,37682,3,672731,0,0,0,0.1,19.2,53.7,95.0
1424,NOVO ROOSEVELT LLC,1,39272,43,1098046,0,708047,0,1.1,53.7,113.6,100.0
1425,ARIMOCC LLC,1,24556,3,722513,0,0,0,0.2,34.4,96.4,
1426,ACADEMIA PLACE LLC,1,22694,12,294298,0,209780,0,0.6,22.2,46.0,100.0
1427,1823 MINOR WPT LLC +1823 MINOR MM LLC,1,512983,543,8730220,0,9355679,0,1.1,45.8,86.7,83.0
1428,MIDTOWN21 LLC,1,361575,136,17738278,0,790106,0,0.4,49.6,135.2,85.0
1429,BRE-BMR 34TH LLC,1,220902,119,12991439,0,939119,0,0.5,66.4,178.0,61.0
1430,VANCE HOTEL ASSOCIATES LIMITED PARTNERSHIP,1,61320,129,1177927,917724,887059,0,2.1,48.6,87.0,97.0
1431,RUNNING REBELS OWNER LLC,1,133884,476,6389956,2686114,4139200,0,3.6,85.4,164.6,51.0
1432,SECOND & SPRING PROPERTY SEA LLC,1,146922,183,17781426,0,1665138,0,1.2,132.4,350.8,
1433,SUPERNOVA SEATTLE REALTY LLC,1,272015,291,12014553,1903845,1299900,0,1.1,48.4,118.6,88.0
1434,US VI SENECA TOWER LLC +NORTHWOOD INVESTORS LLC,1,438072,96,16166428,131634,0,0,0.2,31.2,86.9,95.0
1435,US VI SENECA OFFICE LLC +NORTHWOOD INVESTORS LLC,1,87315,21,3987396,0,0,0,0.2,45.7,127.9,85.0
1436,1800 NINTH ACQUISITION LLC,1,339240,83,14584887,0,102791,0,0.2,43.3,120.7,88.0
1437,HUDSON 1918 EIGHTH AVENUE LLC,1,669915,198,35383020,0,197568,0,0.3,47.9,133.5,80.0
1438,BGO PLAZA 600 JV LLC,1,233517,869,7283859,10009464,0,0,3.7,76.4,143.2,77.0
1439,TIMES SQUARE BUILDING LLC,1,73399,14,2771554,0,0,0,0.2,37.8,105.7,80.0
1440,TOWER BUILDING LLC,1,174790,120,4336864,0,1835521,0,0.7,35.5,81.0,95.0
1441,CSHV 1600 7TH AVENUE LLC,1,791396,168,28919624,0,277973,0,0.2,43.4,120.9,95.0
1442,GIBRALTAR TOWER LLC,1,59400,10,1904342,0,0,0,0.2,34.6,97.0,
1443,FIFTH & PINE LLC,1,88717,36,6804419,0,0,0,0.4,40.1,112.4,77.0
1444,1301 SECOND AVE LLC,1,280230,997,22289102,10024828,884053,0,3.6,118.5,269.1,
1445,CHILDREN'S HOSPITAL & REGIONAL MEDICAL CENTER,1,230638,1927,27185311,0,33574922,0,8.4,243.0,445.5,
1446,HT-SEATTLE OWNER LLC,1,1062251,1620,29641293,0,27548291,0,1.5,51.9,101.5,97.0
1447,SEATTLE FUNDING CORP,1,186429,306,5323235,0,5231728,0,1.6,45.8,88.6,96.0
1448,DC SEATTLE 1 PROPERTY LLC,1,185492,257,3920054,0,4450756,0,1.4,45.1,84.4,98.0
1449,1821 BOREN AVENUE LLC,1,144614,224,3267514,0,3896923,0,1.6,45.3,83.7,98.0
1450,WIN FOREVER LLC +BUTCH T COUGAR LLC +ET AL,1,36240,87,226608,698924,534487,0,2.4,40.3,56.2,100.0
1451,1415 5TH AVENUE SEATTLE LLC,1,272787,1024,12954470,10933061,905623,0,3.8,90.9,184.7,44.0
1452,MILNER VENTURES LLC,1,305548,1061,8436545,11553532,1078170,0,3.5,68.0,124.7,97.0
1453,1915 SECOND AVENUE LLC,1,122810,150,758861,0,2751122,0,1.2,28.6,40.8,
1454,MARKET PLACE CENTER LTD,1,57420,50,2057324,0,749614,0,0.9,48.9,114.0,100.0
1455,ROOSEVELT HOTEL OWNER LLC,1,88591,130,2701116,1138537,396956,0,1.5,46.7,103.1,96.0
1456,101 PINE STREET LLC,1,50510,0,0,0,0,0,0.0,,,
1457,MOODY NATIONAL YALE-SEATTLE HOLDINGS LLC,1,133585,185,4626512,0,3024378,0,1.4,59.4,125.1,89.0
1458,AVIA SEA PIKE LLC,1,128375,172,4721062,0,2769020,0,1.3,49.0,105.6,95.0
1459,WIRELESS PROPCO LLC,1,66990,252,2137700,2495602,646200,0,3.8,78.3,143.4,69.0
1460,TODAYS HOTEL SEATTLE CORPORATION,1,295511,195,9103895,0,2762324,0,0.7,40.2,96.1,98.0
1461,OLIVE TOWER APARTMENTS L L C,1,50141,73,834911,0,1291753,0,1.5,63.3,109.9,95.0
1462,1942 WESTLAKE LP,1,538339,573,11517076,0,9636886,0,1.1,39.3,78.7,73.0
1463,MMP OLIVIAN OWNER LLC,1,340214,289,10804780,0,4368885,0,0.9,50.4,115.7,30.0
1464,RED LION APARTMENTS LLC,1,29528,57,299486,0,1047538,0,1.9,45.6,65.6,86.0
1465,AVANTE APARTMENTS L L C,1,22326,3,569305,0,0,0,0.1,25.5,71.4,
1466,ROY VUE ASSOCIATES LLC,1,45552,30,857766,0,482713,0,0.7,29.4,63.9,58.0
1467,JOEY RAY ASSOCIATES LLC,1,27291,31,360740,0,547821,0,1.1,33.3,58.1,99.0
1468,CAPITOL HILL PARTNERS LLC,1,51294,3,667624,0,0,0,0.1,,,
1469,EASTHOM INVESTMENTS LLC,1,28235,38,607018,0,663075,0,1.4,45.0,84.9,
1470,LASALLE CORPORATION,1,40800,70,396574,0,1278633,0,1.7,41.1,60.1,94.0
1471,HALMAR ASSOCIATES LLC,1,23490,75,261455,0,1388277,0,3.2,70.2,93.2,57.0
1472,1800 EASTLAKE LLC,1,27072,4,749891,0,0,0,0.1,27.7,77.6,93.0
1473,210 E BLAINE LLC,1,42712,5,1011474,0,0,0,0.1,23.7,66.3,97.0
1474,FARIN BROTHERS PROPERTIES LLC,1,20383,2,421694,0,0,0,0.1,20.7,57.9,
1475,LYNNYALE ASSOCIATES LLC,1,20384,20,166333,0,364285,0,1.0,26.0,41.6,100.0
1476,MCCARTHY BRUNHILDE M,1,24560,19,489353,0,308844,0,0.8,39.4,83.7,
1477,HAWAIAN L L C THE,1,22992,3,601992,0,0,0,0.1,26.2,73.3,79.0
1478,MALABAR ASSOCIATES LLC,1,23727,4,795354,0,0,0,0.2,33.5,93.9,67.0
1479,1005 INVESTORS LLC,1,31659,110,299254,0,2046862,0,3.5,74.1,94.4,36.0
1480,BELMONT+SUMMIT INC,1,25525,3,568288,0,0,0,0.1,26.2,73.3,95.0
1481,CX3 SUMMIT LLC,1,44672,88,567019,0,1604597,0,2.0,48.6,73.3,74.0
1482,SIR LANCELOT APARTMENTS L L C,1,25538,20,509545,0,329812,0,0.8,32.9,69.4,82.0
1483,LAKEVIEW APARTMNET MANAGEMENT LLC,1,21112,51,241250,0,951848,0,2.5,56.5,79.3,77.0
1484,MINOR TOWER LLC,1,32626,5,1006857,0,0,0,0.2,36.3,101.7,51.0
1485,EASTLAKE GARDENS LLC,1,27683,6,1256425,0,0,0,0.2,44.6,124.7,
1486,ROACH SHANNON,1,24330,20,497648,0,330073,0,0.8,34.0,71.5,77.0
1487,KILLARNEY APARTMENTS LLC,1,23867,3,631175,0,0,0,0.1,26.4,74.0,53.0
1488,SHELBY APARTMENTS LLC,1,37885,39,414121,0,709595,0,1.1,29.7,50.3,96.0
1489,ACME WMR REMI LLC,1,36900,7,1439882,0,0,0,0.2,26.3,73.7,63.0
1490,CCC LANCASTER LLC,1,24939,3,640878,0,0,0,0.1,25.7,72.0,82.0
1491,SIR GALAHAD APARTMENTS L L C,1,24169,20,476585,0,344163,0,0.9,34.0,70.2,
1492,MARWOOD LLC,1,25800,20,495174,0,336368,0,0.8,32.2,67.4,
1493,DAHLGREN DUMAR LLC,1,23100,2,532528,0,0,0,0.1,23.1,64.5,93.0
1494,TOWER 801 LLC +PACIFIC MULTIFAMILY INVESTORS LLC,1,140241,124,6232694,0,1717865,0,0.9,65.5,158.5,16.0
1495,600 BELLEVUE AVENUE E LLC,1,34824,4,900080,0,0,0,0.1,25.8,72.4,79.0
1496,TEHAMA GATSBY LLC,1,93179,42,1274272,0,669276,0,0.5,30.5,67.1,97.0
1497,HC-HMG L L C,1,29656,19,554632,0,316510,0,0.7,29.4,63.6,88.0
1498,MIRONOV ILYA B,1,57486,7,1311456,0,0,0,0.1,22.8,63.9,89.0
1499,ILIAD PROPERTY CO LLC,1,22729,3,581066,0,0,0,0.1,25.6,71.6,88.0
1500,700 BROADWAY OWNER LLC,1,56867,66,1705071,0,1086203,0,1.2,40.5,85.9,73.0
1501,CX3 MULHOLLAND LLC,1,25958,17,503814,0,285550,0,0.7,30.4,65.9,92.0
1502,MERLO LLC,1,27656,3,656872,0,0,0,0.1,23.8,66.5,83.0
1503,ROYCROFT APARTMENTS LLC,1,33736,4,804512,0,0,0,0.1,23.8,66.8,86.0
1504,SILVIAN APARTMENTS LLC,1,23242,4,752745,0,0,0,0.2,32.4,90.7,59.0
1505,ELLENBERT APARTMENTS REAL ESTATE INVESTMENTS LLC,1,37059,2,413607,0,0,0,0.1,,,
1506,RGD FAMILY LLC,1,27447,4,865068,0,0,0,0.2,31.5,88.2,90.0
1507,SEALTH VISTA LLC,1,24650,15,493133,0,240121,0,0.6,29.7,66.2,96.0
1508,AHSANI CYRUS SAEID,1,22160,15,375304,0,262464,0,0.7,28.8,59.9,96.0
1509,ST ELMO III LLC+STONER JOHN E+ELIZABETH,1,21892,18,227244,0,327749,0,0.9,25.4,44.8,100.0
1510,HOLIDAY APARTMENTS LP,1,23200,4,783757,0,13399,0,0.2,34.4,95.2,49.0
1511,CHAPMAN LLC,1,32960,76,182096,0,1419171,0,2.3,48.6,60.7,93.0
1512,BASE SWANSONIA LLC,1,21512,22,383155,0,388352,0,1.1,47.1,90.4,86.0
1513,GILDOW L L C,1,24480,4,782269,0,0,0,0.2,32.0,89.5,79.0
1514,KP CASA NITA LLC,1,20640,90,196121,0,1683174,0,4.4,91.1,112.2,20.0
1515,HAMPTON COURT APARTMENTS LLC,1,35656,34,645985,0,591961,0,1.0,34.7,68.2,82.0
1516,TURNING POINT SOMERSET L L C,1,48155,5,1012072,0,0,0,0.1,25.5,71.4,99.0
1517,CLAESON MARIAM,1,22532,18,501209,0,304479,0,0.8,35.8,76.5,72.0
1518,VICEROY GLEN ARMS LLC,1,35123,64,321972,0,1176074,0,1.8,42.7,60.8,97.0
1519,M & S EHSAN INVESTMENTS LLC,1,41396,6,1172568,0,0,0,0.2,28.3,79.3,68.0
1520,CIRQUE APARTMENTS INVESTORS LLC,1,24141,25,478017,0,422457,0,1.0,32.6,64.6,86.0
1521,QUINAULT APRTMENT ASSOCIATES LLC,1,34580,114,325605,0,2123175,0,3.3,70.8,90.8,56.0
1522,DAKAR APARTMENTS LLC,1,23968,3,642130,0,0,0,0.1,26.8,75.0,
1523,ROUNDCLIFFE HOLDINGS LLC,1,28500,4,863711,0,0,0,0.2,30.3,84.9,68.0
1524,WASHINGTON REAL ESTATE HOLDINGS LLC,1,187802,725,15265308,0,12122388,0,3.9,125.4,254.0,
1525,COLUMBIA II BROADWAY MARKET LLC,1,81422,67,11719169,0,101937,0,0.8,83.9,233.8,
1526,POCOCK ROWING FOUNDATION,1,20233,19,390749,0,334084,0,1.0,35.8,71.4,
1527,TUSCANY PARTNERS L L C+RON DANZ VICA LIMITED LIABILITY COMPANY+JENNIFER ANN LIMITED LIABILITY COMPANY,1,59534,11,2185391,0,0,0,0.2,36.7,102.8,87.0
1528,VESPER MINOR LLC,1,30560,10,1905557,0,5508,0,0.3,30.5,85.4,86.0
1529,STOCKBRIDGE LLC,1,50965,44,1023456,0,733327,0,0.9,34.5,71.3,96.0
1530,TEN-TWENTY UNIVERSITY L L C,1,36047,146,491853,0,2709814,0,4.1,88.8,117.1,47.0
1531,SOVEREIGN ASSOCIATES LLC C/O CITY CENTER REAL ESTATE,1,37676,3,612339,0,0,0,0.1,,,
1532,FIRST & STEWART ASSOCIATION,1,40950,5,959630,0,0,0,0.1,23.6,66.0,94.0
1533,SENECA APARTMENTS LLC,1,52620,153,509228,0,2829812,0,2.9,77.8,102.5,86.0
1534,EL CAPITAN APRTMENTS LLC,1,58954,58,736331,0,1020129,0,1.0,29.8,53.1,
1535,SMRE MARKETSIDE LLC,1,31578,73,650521,492230,553036,0,2.3,58.5,103.4,49.0
1536,TATE MASON HOUSE L L C,1,69296,80,1855961,0,1326332,0,1.2,46.7,96.7,53.0
1537,PILGRIM PARTNERS III LLC,1,55671,57,1164967,0,971824,0,1.0,38.4,76.9,
1538,GLEN HOTEL LIMITED PARTNRSHP,1,27250,43,584542,0,755389,0,1.6,44.7,81.0,65.0
1539,HUDGINS ENTERPRISES I LLC,1,21712,46,271893,0,847485,0,2.1,51.6,76.0,97.0
1540,PR 1430 SECOND LLC,1,477543,563,9622594,0,9651900,0,1.2,38.7,74.4,83.0
1541,ODGAARD PEDER R+ODGAARD FAMILY TRUST,1,208664,188,7200507,0,2834783,0,0.9,53.3,122.9,90.0
1542,M J  LEHMAN DESCENDANTS LLC,1,161011,424,3614076,4881070,0,0,2.6,54.2,100.6,66.0
1543,EQR-SECOND AND PINE LLC,1,432000,370,10625664,0,5909476,0,0.9,42.3,92.0,82.0
1544,HART PINE LLC,1,379494,369,10730061,0,5878068,0,1.0,54.0,117.7,63.0
1545,FIRST HILL EIGHTH AVENUE PROPCO LLC,1,434839,197,4520555,0,3257640,0,0.5,30.6,63.2,99.0
1546,VIKTORIA SEATTLE LLC,1,194530,244,7667197,0,3840756,0,1.3,59.2,131.1,47.0
1547,EXETER INVESTORS LLC+PORTOFINO DEVELOPMENT LLC,1,164120,307,2305982,3342310,335615,0,1.9,36.5,66.0,
1548,EQR-HARBOR STEPS LLC,1,970647,892,29773129,0,13820264,0,0.9,44.9,100.8,71.0
1549,LOWELL EMERSON ASSOCIATES LLC,1,105776,8,1601142,0,0,0,0.1,15.1,42.4,
