,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
1070,1070,1070,1070,20758,QUEENVIEW APTS,Multifamily LR (1-4),Multifamily,37944,32738,5206,37944,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,37944,37944,Parking,,4200,0,,,0,0,341209,0,1920232,104.1,3.2,42144,D
1071,1071,1071,1071,20762,CONCORD CONDOMINIUM,Multifamily HR (10+),Multifamily,28546,28546,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
1075,1075,1075,1075,20768,AUDIO VISUAL FACTORY,NonResidential,NonResidential,50028,50028,0,40518,0.93,0.07,0.0,Multifamily Housing,Multifamily Housing,37859,37859,Office,Office,2659,2659,,,0,0,1308114,0,0,8.1,0.2,40518,D
1076,1076,1076,1076,20770,CORNERSTONE OF QUEEN ANNE CONDOMINIUM,Multifamily LR (1-4),Multifamily,27000,27000,0,27000,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,27000,27000,,,0,0,,,0,0,417069,0,299839,18.5,0.7,27000,E
1077,1077,1077,1077,20772,COSMOPOLITAN,Multifamily HR (10+),Multifamily,42093,42093,0,31956,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,31956,31956,,,0,0,,,0,0,1137194,0,0,7.0,0.2,31956,D
1078,1078,1078,1078,20777,BROADVIEW APTS,Multifamily LR (1-4),Multifamily,299755,299755,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
1079,1079,1079,1079,20785,COURT AT SANDPOINTE CONDOMINIUM,Multifamily LR (1-4),Multifamily,27296,23271,4025,27296,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,27296,27296,,,0,0,,,0,0,562035,0,0,3.5,0.1,27296,E
1080,1080,1080,1080,20787,COURTYARD AT BITTER LAKE CONDOMINIUM,Multifamily LR (1-4),Multifamily,30542,30542,0,30542,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30542,30542,,,0,0,,,0,0,868554,0,0,5.4,0.2,30542,D
1081,1081,1081,1081,20788,COURTYARD AT QUEEN ANNE SQUARE,Multifamily LR (1-4),Multifamily,34368,34368,0,34368,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34368,34368,Parking,,0,0,,,0,0,1049041,0,0,6.5,0.2,34368,D
1082,1082,1082,1082,20805,DECATUR,Multifamily HR (10+),Multifamily,59670,59670,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
1084,1084,1084,1084,20807,FOUR SEASONS,Multifamily LR (1-4),Multifamily,20639,20639,0,20652,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20652,20652,,,0,0,,,0,0,478710,0,375292,22.9,1.1,20652,E
1085,1085,1085,1085,20810,DENICE HUNT TOWNHOMES CONDOMINIUM,Multifamily LR (1-4),Multifamily,31682,31682,0,34850,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34850,34850,Parking,,1000,0,,,0,0,1003599,0,0,6.2,0.2,35850,D
1086,1086,1086,1086,20811,TOPS K-8 (SPS-DISTRICT),SPS-District K-12,Campus,31017,31017,0,34017,0.91,0.0,0.09,Multifamily Housing,Multifamily Housing,31017,31017,Parking,,3700,0,Office,Office,3000,3000,1120657,0,36064,8.8,0.3,37717,D
1091,1091,1091,1091,20848,KILLARNY APTS,Multifamily LR (1-4),Multifamily,37885,37885,0,37885,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,37885,37885,,,0,0,,,0,0,413485,0,880896,49.3,1.3,37885,D
1092,1092,1092,1092,20851,L' AMOURITA CO-OP,Multifamily LR (1-4),Multifamily,24367,23867,500,17160,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,17160,17160,,,0,0,,,0,0,0,0,0,0.0,0.0,17160,F
1093,1093,1093,1093,20857,EASTLAKE GARDEN APTS & RETAIL,Multifamily LR (1-4),Multifamily,24330,24330,0,24330,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24330,24330,Parking,,600,0,,,0,0,497437,0,348952,21.6,0.9,24930,E
1094,1094,1094,1094,20858,UNION BAY LOFTS,Multifamily MR (5-9),Multifamily,45580,27683,17897,27461,0.91,0.0,0.09,Multifamily Housing,Multifamily Housing,24901,24901,Parking,,17897,0,Other - Restaurant/Bar,Restaurant,2560,2560,1160106,0,0,7.2,0.3,45358,E
1095,1095,1095,1095,20861,KEYSTONE GROUP HOME,NonResidential,NonResidential,35746,20148,15598,20148,0.87,0.0,0.13,Multifamily Housing,Multifamily Housing,17580,17580,Parking,,15598,0,Other - Restaurant/Bar,Restaurant,2568,2568,1061830,0,0,6.5,0.3,35746,E
1096,1096,1096,1096,20868,STONE 34,NonResidential,NonResidential,21118,21118,0,21118,1.0,0.0,0.0,Residential Care Facility,Residence Hall/Dormitory,21118,21118,,,0,0,,,0,0,701950,0,590656,35.7,1.7,21118,E
1098,1098,1098,1098,20875,CRISTALLA CONDOMINIUM,Multifamily HR (10+),Multifamily,20500,20500,0,20500,1.0,0.0,0.0,Office,Office,20500,20500,,,0,0,,,0,0,1141210,0,52984,9.8,0.5,20500,E
1100,1100,1100,1100,20885,BALLARD CARE & REHAB,NonResidential,NonResidential,35512,35512,0,35512,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,35512,35512,,,0,0,,,0,0,867107,0,0,5.3,0.2,35512,D
1102,1102,1102,1102,20890,ASB SCHOOL,NonResidential,NonResidential,25521,25521,0,25521,1.0,0.0,0.0,Worship Facility,Worship Facility,25521,25521,,,0,0,,,0,0,365171,0,225551,14.2,0.6,25521,E
1103,1103,1103,1103,20896,DAKOTA,Multifamily LR (1-4),Multifamily,23190,23190,0,23190,1.0,0.0,0.0,K-12 School,K-12 School,23190,23190,,,0,0,,,0,0,403290,0,1302346,71.7,3.1,23190,E
1104,1104,1104,1104,20898,DANIELLE CONDOMINIUM,Multifamily MR (5-9),Multifamily,40326,40326,0,40326,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40326,40326,,,0,0,,,0,0,910506,0,493334,31.8,0.8,40326,D
1105,1105,1105,1105,21115,VIRGINIA MASON - CASSEL CRAIG OFFICES,NonResidential,NonResidential,31248,31248,0,33892,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,33892,33892,Parking,,5368,0,,,0,0,711209,2369589,111173,10.3,0.3,39260,D
1106,1106,1106,1106,20899,COSMOPOLITAN APARTMENTS (RETAIL AND APTS/CONDO),Multifamily LR (1-4),Multifamily,39760,39760,0,36616,1.0,0.0,0.0,Office,Office,36616,36616,,,0,0,,,0,0,446704,0,251870,142.1,3.6,36616,D
1108,1108,1108,1108,20917,ST JOHN SCHOOL,NonResidential,NonResidential,20678,20678,0,23100,1.0,0.0,0.0,Office,Office,23100,23100,,,0,0,,,0,0,212166,0,879919,48.0,2.3,23100,E
1109,1109,1109,1109,20921,COBRIZO CONDOMINIUM,Multifamily LR (1-4),Multifamily,28820,28820,0,33780,1.0,0.0,0.0,K-12 School,K-12 School,33780,33780,,,0,0,,,0,0,1029922,0,2075820,116.6,4.0,33780,D
1110,1110,1110,1110,20927,COLLEGE PARK WEST CONDOMINIUM,Multifamily LR (1-4),Multifamily,41316,41316,0,41316,0.87,0.13,0.0,Multifamily Housing,Multifamily Housing,36066,36066,Office,Office,5250,5250,,,0,0,768933,0,810645,47.8,1.2,41316,D
1111,1111,1111,1111,20928,ST PAUL CHURCH & SCHOOL,NonResidential,NonResidential,21600,21600,0,21600,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21600,21600,,,0,0,,,0,0,519735,0,0,3.2,0.1,21600,E
1112,1112,1112,1112,20930,QUEEN ANNE ELEMENTARY (SPS-DISTRICT),SPS-District K-12,Campus,27876,27876,0,44816,1.0,0.0,0.0,Worship Facility,Worship Facility,44816,44816,,,0,0,,,0,0,582634,0,1494236,82.9,3.0,44816,D
1113,1113,1113,1113,20945,COLONIAL GRAND PACIFIC CONDOS,Multifamily MR (5-9),Multifamily,48789,48789,0,48789,1.0,0.0,0.0,K-12 School,K-12 School,48789,48789,,,0,0,,,0,0,985330,0,19619,7.1,0.1,48789,D
1115,1115,1115,1115,20970,KIN ON HEALTH CARE CENTER,NonResidential,NonResidential,33105,33105,0,33105,1.0,0.0,0.0,K-12 School,K-12 School,33105,33105,,,0,0,,,0,0,498285,0,1518442,83.7,2.5,33105,D
1116,1116,1116,1116,20976,NWCP BLDG E,NonResidential,NonResidential,48882,41649,7233,41922,1.0,0.0,0.0,Senior Care Community,Senior Living Community,41922,41922,Parking,,9079,0,,,0,0,2529576,0,4089530,232.8,5.6,51001,D
1117,1117,1117,1117,20978,Terreno Lucile,NonResidential,NonResidential,22320,22320,0,22320,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320,22320,,,0,0,,,0,0,450479,0,0,2.8,0.1,22320,E
1118,1118,1118,1118,20979,HATHAWAY BLDG,NonResidential,NonResidential,47105,47105,0,45320,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,45320,45320,,,0,0,,,0,0,230695,0,379841,21.6,0.5,45320,D
1119,1119,1119,1119,20985,BUILDING Q,NonResidential,NonResidential,40029,40029,0,40029,1.0,0.0,0.0,Office,Office,40029,40029,,,0,0,,,0,0,1459028,0,0,9.0,0.2,40029,D
1120,1120,1120,1120,20986,ORCAS BUILDING - KING COUNTY,NonResidential,NonResidential,26400,26400,0,27760,0.74,0.26,0.0,Other - Recreation,Entertainment/Public Assembly,20560,20560,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,7200,7200,,,0,0,459417,0,0,2.8,0.1,27760,E
1121,1121,1121,1121,20987,BUILDING P,NonResidential,NonResidential,27680,27680,0,27680,0.9,0.1,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000,25000,Office,Office,2680,2680,,,0,0,666432,0,1787600,99.0,3.6,27680,E
1122,1122,1122,1122,20988,BUILDING O,NonResidential,NonResidential,25872,25872,0,25872,1.0,0.0,0.0,Office,Office,25872,25872,,,0,0,,,0,0,996253,0,675897,42.0,1.6,25872,E
1123,1123,1123,1123,20989,BUILDING N,NonResidential,NonResidential,25872,25872,0,26688,0.98,0.02,0.0,Office,Office,26216,26216,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,472,472,,,0,0,781917,0,1209999,69.1,2.7,26688,E
1124,1124,1124,1124,21005,4000 AURORA BUILDING,NonResidential,NonResidential,20500,20500,0,20500,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20500,20500,,,0,0,,,0,0,310379,0,0,1.9,0.1,20500,E
1125,1125,1125,1125,21023,GEORGE POCOCK MEMORIAL ROWING CENTER,NonResidential,NonResidential,21436,21436,0,21436,1.0,0.0,0.0,Office,Office,21436,21436,,,0,0,,,0,0,401849,0,0,2.5,0.1,21436,E
1126,1126,1126,1126,21049,FRANCIS APTS,Multifamily LR (1-4),Multifamily,20233,20233,0,20233,0.36,0.33,0.31,Office,Office,7245,7245,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,6644,6644,Other,Other,6344,6344,353285,0,268878,16.5,0.8,20233,E
1127,1127,1127,1127,21057,Fremont Space,NonResidential,NonResidential,22448,22448,0,22448,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22448,22448,,,0,0,,,0,0,501335,0,0,3.1,0.1,22448,E
1128,1128,1128,1128,21070,NORTHBRIDGE,Multifamily LR (1-4),Multifamily,39926,27526,12400,26910,0.9,0.0,0.1,Office,Office,24335,24335,Parking,,12400,0,Retail Store,Retail Store,2575,2575,830896,0,106989,10.8,0.4,39310,E
1129,1129,1129,1129,21087,ST JAMES TOWER APTS,Multifamily MR (5-9),Multifamily,62681,45956,16725,45956,0.85,0.15,0.0,Multifamily Housing,Multifamily Housing,38993,38993,Office,Office,6963,6963,,,0,0,1138063,0,64381,10.4,0.2,45956,D
1131,1131,1131,1131,21091,PLYM0UTH ON STEWART APTS,Multifamily MR (5-9),Multifamily,31417,23307,8110,26295,1.0,0.0,0.0,Office,Office,26295,26295,Parking,,12890,0,,,0,0,1289724,0,456659,32.2,1.4,39185,E
1133,1133,1133,1133,21095,DOWNTOWN SELF STORAGE,NonResidential,NonResidential,40109,40109,0,39180,0.83,0.17,0.0,Other - Lodging/Residential,Hotel,32536,32536,Retail Store,Retail Store,6644,6644,Multifamily Housing,Multifamily Housing,0,0,725549,0,1395145,78.6,2.0,39180,D
1134,1134,1134,1134,21096,JOSEPHINUM,Multifamily HR (10+),Multifamily,46580,46580,0,46580,1.0,0.0,0.0,Self-Storage Facility,Self-Storage Facility,46580,46580,,,0,0,,,0,0,790243,3026368,0,4.9,0.1,46580,D
1136,1136,1136,1136,21098,MARQ 211 (THE LENORA APTS),Multifamily MR (5-9),Multifamily,25920,25920,0,25920,1.0,0.0,0.0,Retail Store,Retail Store,25920,25920,,,0,0,,,0,0,329174,0,0,2.0,0.1,25920,E
1138,1138,1138,1138,21104,CASTLE APTS,Multifamily MR (5-9),Multifamily,25920,25920,0,38880,1.0,0.0,0.0,Retail Store,Retail Store,38880,38880,,,0,0,,,0,0,780953,0,185281,14.7,0.6,38880,D
1139,1139,1139,1139,21106,SIMONS SENIOR APTS,Multifamily MR (5-9),Multifamily,32760,32760,0,32760,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32760,32760,,,0,0,,,0,0,618585,0,576017,34.4,1.1,32760,D
1141,1141,1141,1141,21110,STRATFORD ON FOURTH,Multifamily MR (5-9),Multifamily,25920,25920,0,23995,1.0,0.0,0.0,Office,Office,23995,23995,,,0,0,,,0,0,1076378,0,979783,58.7,2.3,23995,E
1142,1142,1142,1142,21112,CAMBRIDGE APTS (LOW INCOME),Multifamily HR (10+),Multifamily,32460,32460,0,32460,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32460,32460,,,0,0,,,0,0,439828,0,1727002,94.4,2.9,32460,D
1145,1145,1145,1145,21118,JOHN WINTHROP APT,Multifamily MR (5-9),Multifamily,22667,22667,0,24335,1.0,0.0,0.0,Office,Office,24335,24335,,,0,0,,,0,0,1854678,0,84380,138.9,6.1,24335,E
1146,1146,1146,1146,21119,OFFICE RETAIL -CANAL BUILDING,NonResidential,NonResidential,52620,52620,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
1147,1147,1147,1147,21122,FREMONT COURT - EQUINOX,NonResidential,NonResidential,33840,33840,0,32137,0.51,0.45,0.05,Office,Office,16231,16231,Fitness Center/Health Club/Gym,Recreation,14314,14314,Bar/Nightclub,Restaurant,1592,1592,1111595,0,1050649,62.6,1.9,32137,D
1148,1148,1148,1148,21124,BRIDGEVIEW APTS,Multifamily LR (1-4),Multifamily,41827,32601,9226,28401,0.5,0.5,0.0,Multifamily Housing,Multifamily Housing,14273,14273,Office,Office,14128,14128,Parking,,9680,0,2067316,0,1895117,113.4,3.5,38081,E
1149,1149,1149,1149,21125,THE PECK BUILDING,NonResidential,NonResidential,36660,36660,0,36660,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36660,36660,,,0,0,,,0,0,531545,0,490981,29.4,0.8,36660,D
1150,1150,1150,1150,21129,DUBLINER BUILDING,NonResidential,NonResidential,33740,27730,6010,27730,1.0,0.0,0.0,Office,Office,27730,27730,Parking,,6010,0,,,0,0,1182999,0,0,7.3,0.3,33740,E
1151,1151,1151,1151,21133,FREMONT BLDG,NonResidential,NonResidential,20516,20516,0,18155,0.56,0.44,0.0,Retail Store,Retail Store,10155,10155,Hotel,Hotel,8000,8000,,,0,0,185969,0,897687,48.8,2.4,18155,F
1152,1152,1152,1152,21134,EPICENTER APTS,Multifamily MR (5-9),Multifamily,27480,27480,0,30886,0.72,0.28,0.0,Retail Store,Retail Store,22218,22218,Office,Office,8668,8668,,,0,0,1200921,0,0,7.4,0.3,30886,D
1154,1154,1154,1154,21140,124 N 35TH ST BUILDING,NonResidential,NonResidential,46958,46958,0,44892,0.9,0.0,0.1,Office,Office,40313,40313,Parking,,33976,0,Bar/Nightclub,Restaurant,4579,4579,1799390,0,269212,25.4,0.5,78868,D
1155,1155,1155,1155,21141,FREMONT FOUNDRY,NonResidential,NonResidential,26532,26532,0,26532,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,26532,26532,,,0,0,,,0,0,551801,0,823805,47.2,1.8,26532,E
1156,1156,1156,1156,21142,WAREHOUSE-STUDIO,NonResidential,NonResidential,22388,22388,0,22388,0.88,0.12,0.0,Office,Office,19600,19600,Multifamily Housing,Multifamily Housing,2788,2788,,,0,0,257372,0,140690,9.1,0.4,22388,E
1157,1157,1157,1157,21145,FREMONT WEST BUSINESS CENTER,NonResidential,NonResidential,30730,30730,0,30730,1.0,0.0,0.0,Other,Other,30730,30730,,,0,0,,,0,0,1586025,0,1187018,72.8,2.4,30730,D
1158,1158,1158,1158,21149,THE WESLEY AT CREMONA,Multifamily LR (1-4),Multifamily,35600,35600,0,36839,1.0,0.0,0.0,Office,Office,36839,36839,Parking,,0,0,,,0,0,2170328,0,115358,19.5,0.5,36839,D
1159,1159,1159,1159,21150,FIRST FREE METHODIST CHURCH,NonResidential,NonResidential,22625,22625,0,22625,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22625,22625,Parking,,7875,0,,,0,0,478590,0,507220,29.9,1.3,30500,E
1161,1161,1161,1161,21175,MIX - USE APT/COMMERCIAL,Multifamily LR (1-4),Multifamily,23600,23600,0,23600,1.0,0.0,0.0,Office,Office,23600,23600,,,0,0,,,0,0,687699,0,0,4.2,0.2,23600,E
1162,1162,1162,1162,21177,4 NICK - OFFICE,NonResidential,NonResidential,42705,30661,12044,30661,0.63,0.2,0.16,Multifamily Housing,Multifamily Housing,19380,19380,Restaurant,Restaurant,6281,6281,Office,Office,5000,5000,1087577,0,0,6.7,0.2,30661,D
1163,1163,1163,1163,21178,246 Nick - 6 Nickerson,NonResidential,NonResidential,40067,40067,0,40067,0.53,0.26,0.22,Office,Office,21089,21089,Residential Care Facility,Residence Hall/Dormitory,10332,10332,Pre-school/Daycare,Entertainment/Public Assembly,8646,8646,2491632,0,0,15.4,0.4,40067,D
1164,1164,1164,1164,21179,246 Nick -2 Nickerson,NonResidential,NonResidential,26419,19497,6922,26419,1.0,0.0,0.0,Office,Office,26419,26419,,,0,0,,,0,0,1211606,0,0,7.5,0.4,26419,E
1165,1165,1165,1165,21180,TABLEAU,NonResidential,NonResidential,25262,25262,0,25262,1.0,0.0,0.0,Office,Office,25262,25262,,,0,0,,,0,0,1737348,0,218305,22.3,0.9,25262,E
1167,1167,1167,1167,21182,CANAL PL OFFICE PARK,NonResidential,NonResidential,34106,34106,0,32739,1.0,0.0,0.0,Office,Office,32739,32739,,,0,0,,,0,0,2411197,0,0,14.9,0.4,32739,D
1168,1168,1168,1168,21183,CANAL PL OFFICE PARK,NonResidential,NonResidential,34545,34545,0,34545,1.0,0.0,0.0,Office,Office,34545,34545,,,0,0,,,0,0,1357040,0,0,8.4,0.2,34545,D
1170,1170,1170,1170,21196,CASCADE TERRACE,Multifamily LR (1-4),Multifamily,28368,28368,0,44708,0.79,0.21,0.0,Distribution Center,Non-Refrigerated Warehouse,35300,35300,Office,Office,9408,9408,,,0,0,1639944,0,329652,27.6,1.0,44708,D
1175,1175,1175,1175,21208,STONE AVENUE BUILDING,NonResidential,NonResidential,30940,30940,0,30940,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30940,30940,,,0,0,,,0,0,573068,0,0,3.5,0.1,30940,D
1178,1178,1178,1178,21213,COCHRAN INC,NonResidential,NonResidential,20236,20236,0,20236,1.0,0.0,0.0,Other - Recreation,Entertainment/Public Assembly,20236,20236,,,0,0,,,0,0,1271283,0,1253584,74.4,3.7,20236,E
1179,1179,1179,1179,21215,NORTHLINE APTS,Multifamily LR (1-4),Multifamily,39815,39815,0,39815,0.68,0.32,0.0,Office,Office,27118,27118,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12697,12697,,,0,0,1541147,0,617229,42.3,1.1,39815,D
1181,1181,1181,1181,21219,HANSEN BROS MOVING & STORAGE,NonResidential,NonResidential,26994,26994,0,26994,1.0,0.0,0.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Services,26994,26994,,,0,0,,,0,0,851131,0,2805856,154.3,5.7,26994,E
1182,1182,1182,1182,21221,KING COUNTY METRO NORTH FACILITIES MAINTENANCE,NonResidential,NonResidential,48112,48112,0,48112,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112,48112,,,0,0,,,0,0,1326073,0,0,8.2,0.2,48112,D
1183,1183,1183,1183,21226,OFFICE BUILDING,NonResidential,NonResidential,20909,20909,0,19050,1.0,0.0,0.0,Other - Public Services,Services,19050,19050,Parking,,0,0,,,0,0,607248,0,501030,30.4,1.5,19050,F
1184,1184,1184,1184,21227,BITTER LAKE COMMUNITY CENTER & BITTER LAKE PARK,Nonresidential COS,NonResidential,42793,26275,16518,26275,1.0,0.0,0.0,Office,Office,26275,26275,Parking,,16518,0,,,0,0,1941431,0,0,12.0,0.5,42793,E
1185,1185,1185,1185,21229,Sanford Hildebrandt Towers I,Multifamily MR (5-9),Multifamily,20595,20595,0,20595,1.0,0.0,0.0,Other - Recreation,Entertainment/Public Assembly,20595,20595,,,0,0,,,0,0,671211,0,949462,54.6,2.6,20595,E
1188,1188,1188,1188,21234,SEA HOUSING AUTHORITY APT BLDG,Multifamily LR (1-4),Multifamily,45000,45000,0,45000,1.0,0.0,0.0,Fitness Center/Health Club/Gym,Recreation,45000,45000,,,0,0,,,0,0,3134406,0,0,19.3,0.4,45000,D
1190,1190,1190,1190,21238,NEW HAVEN APARTMENTS - LINDEN PLACE AT BITTER LAKE,Multifamily MR (5-9),Multifamily,26115,26115,0,26115,1.0,0.0,0.0,Retail Store,Retail Store,26115,26115,,,0,0,,,0,0,995288,0,0,6.1,0.2,26115,E
1192,1192,1192,1192,21240,APARTMENT,Multifamily LR (1-4),Multifamily,26033,26033,0,30044,1.0,0.0,0.0,Worship Facility,Worship Facility,30044,30044,,,0,0,,,0,0,324822,0,1042900,57.4,2.2,30044,D
1194,1194,1194,1194,21244,QUEEN ANNE HEALTHCARE,NonResidential,NonResidential,48660,48660,0,49468,1.0,0.0,0.0,K-12 School,K-12 School,49468,49468,,,0,0,,,0,0,706051,0,1118200,63.7,1.3,49468,D
1195,1195,1195,1195,21261,RIVOLI APTS,Multifamily LR (1-4),Multifamily,46539,46539,0,46539,1.0,0.0,0.0,Senior Care Community,Senior Living Community,46539,46539,,,0,0,,,0,0,2264057,0,2043235,122.5,2.6,46539,D
1196,1196,1196,1196,21262,EL REY TRANSISTIONAL HOUSING,NonResidential,NonResidential,35520,35520,0,35000,0.71,0.29,0.0,Multifamily Housing,Multifamily Housing,25000,25000,Retail Store,Retail Store,10000,10000,,,0,0,390358,0,768845,43.2,1.2,35000,D
1197,1197,1197,1197,21265,PATAGONIA RETAIL STORE,NonResidential,NonResidential,29796,29796,0,29796,1.0,0.0,0.0,Urgent Care/Clinic/Other Outpatient,Other,29796,29796,,,0,0,,,0,0,940093,0,1636564,92.7,3.1,29796,E
1198,1198,1198,1198,21266,1ST & LENORA BUILDING,NonResidential,NonResidential,26400,26400,0,21628,0.67,0.33,0.0,Retail Store,Retail Store,14428,14428,Office,Office,7200,7200,Parking,,2788,0,466976,0,210538,14.1,0.5,24416,E
1199,1199,1199,1199,21269,OXFORD APARTMENTS,Multifamily MR (5-9),Multifamily,38148,38148,0,36311,0.93,0.07,0.0,Office,Office,33705,33705,Retail Store,Retail Store,2606,2606,,,0,0,1304591,0,0,8.0,0.2,36311,D
1200,1200,1200,1200,21465,PLAYHOUSE - SEATTLE CENTER,Nonresidential COS,NonResidential,40950,40950,0,40706,0.87,0.13,0.0,Hotel,Hotel,35326,35326,Retail Store,Retail Store,5380,5380,,,0,0,0,2330830,0,0.0,0.0,40706,D
1201,1201,1201,1201,21270,WAREHOUSE/OFFICE,NonResidential,NonResidential,36314,36314,0,36314,1.0,0.0,0.0,Other,Other,36314,36314,,,0,0,,,0,0,1034309,0,320591,147.3,4.1,36314,D
1202,1202,1202,1202,21278,CHURCH OF SCIENTOLOGY OF WASHINGTON STATE,NonResidential,NonResidential,28800,28800,0,28800,0.5,0.5,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,14400,14400,Office,Office,14400,14400,,,0,0,172832,0,508909,28.1,1.0,28800,E
1203,1203,1203,1203,21279,WEST REPUBLICAN PLACE,Multifamily MR (5-9),Multifamily,31945,31945,0,31945,1.0,0.0,0.0,Worship Facility,Worship Facility,31945,31945,Parking,,0,0,,,0,0,1683103,0,0,10.4,0.3,31945,D
1204,1204,1204,1204,21284,UPTOWN QUEEN ANNE APTS,Multifamily MR (5-9),Multifamily,33183,22558,10625,22558,0.89,0.0,0.11,Multifamily Housing,Multifamily Housing,20087,20087,Parking,,10625,0,Office,Office,2471,2471,618205,0,0,3.8,0.2,33183,E
1210,1210,1210,1210,21298,FIRST AND REPUBLICAN APTS,Multifamily MR (5-9),Multifamily,22200,22200,0,22200,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22200,22200,,,0,0,,,0,0,369143,0,174427,11.5,0.5,22200,E
1211,1211,1211,1211,21299,THE STRATHMORE,Multifamily LR (1-4),Multifamily,65712,44567,21145,44567,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,44567,44567,Parking,,21145,0,,,0,0,1083841,0,237836,19.3,0.4,65712,D
1212,1212,1212,1212,21300,THE UPTOWNER APARTMENTS,Multifamily LR (1-4),Multifamily,25800,25800,0,25800,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25800,25800,,,0,0,,,0,0,504329,0,346398,21.5,0.8,25800,E
1213,1213,1213,1213,21310,HOTEL DILLER,NonResidential,NonResidential,20712,20712,0,20712,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,20712,20712,,,0,0,,,0,0,160785,0,777643,42.3,2.0,20712,E
1214,1214,1214,1214,21313,PLYMOUTH CONG CHURCH,NonResidential,NonResidential,34680,34680,0,34680,1.0,0.0,0.0,Retail Store,Retail Store,34680,34680,,,0,0,,,0,0,835137,0,428763,27.9,0.8,34680,D
1217,1217,1217,1217,21317,COLISEUM BUILDING,NonResidential,NonResidential,40260,40260,0,25769,1.0,0.0,0.0,Office,Office,25769,25769,,,0,0,,,0,0,2025879,0,0,12.5,0.3,25769,E
1218,1218,1218,1218,21318,WESTLAKE PLACE,NonResidential,NonResidential,36504,36504,0,16200,1.0,0.0,0.0,Retail Store,Retail Store,16200,16200,,,0,0,,,0,0,2004201,0,102121,17.8,0.5,16200,F
1219,1219,1219,1219,22163,THE CHAPMAN BLDG,NonResidential,NonResidential,35200,35200,0,35200,1.0,0.0,0.0,Office,Office,35200,35200,,,0,0,,,0,0,1665109,0,0,10.3,0.3,35200,D
