,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,Owner,CouncilDistrictCode,Neighborhood,Units,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions__metric_tons_,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI_kBtu_sf_,SiteEUIWN_kBtu_sf_,SiteEnergyUse_kBtu_,SiteEnergyUseWN_kBtu_,SourceEUI_kBtu_sf_,SourceEUIWN_kBtu_sf_,GHGEmissionsIntensityKgSqFt,NaturalGas_kBtu_,NaturalGas_therms_,Electricity_kBtu_,Electricity_kWh_,SteamUse_kBtu_,OtherFuelUse_kBtu_,PropertyGFATotal,PropertyGFABuilding_s_,PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus,Comments,DefaultData,LegislationPropertyType,electric_co2_m3_kwh
1016,25431,5226300030,2020,Multifamily LR (1-4),PONDERAY APTS,FENPRO PONDERAY LLC +PONDERAY LLC,4,NORTHEAST,40,1963,5625 15TH AVE NE,SEATTLE,WA,98105,47.67025,-122.31232,,,Multifamily LR (1-4),4.5,74,,29.6,30.2,860253,842515,82.9,84.6,0.2,0,0,842515,246927,0,0,28472,28472,0,1,4,Multifamily Housing,28472,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8224009525082312e-05
1017,25432,5226300045,2020,Multifamily LR (1-4),DOLPHIN APTS,DOLPHIN APARTMENTS L L C,4,NORTHEAST,38,1960,1413 NE RAVENNA BLVD,SEATTLE,WA,98105,47.67069,-122.31239,,,Multifamily LR (1-4),4.1,75,,31.1,32.0,789654,767646,87.0,89.5,0.2,0,0,767646,224984,0,0,20884,20884,0,1,4,Multifamily Housing,24696,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8223518116843864e-05
1018,25433,5226300065,2020,Multifamily LR (1-4),UNIVERSITY PARK APTS,UNIVERISTY PARK INVESTMENTS L,4,NORTHEAST,43,1978,5644 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.67058,-122.31275,,,Multifamily LR (1-4),4.5,80,,30.9,31.8,865867,843760,86.6,88.9,0.2,0,0,843760,247292,0,0,31900,27267,4633,1,4,Multifamily Housing,27267,,,,,,No Issue,Compliant,,,Multifamily Housing,1.819711110751662e-05
1019,25479,7170600000,2020,Multifamily LR (1-4),RAVENNA HOUSE CONDOMINIUM,,4,NORTHEAST,NOT_FOUND,1978,2211 NE 54TH ST,SEATTLE,WA,98105,47.66768,-122.3037,,,Multifamily LR (1-4),2.7,,,25.3,26.2,534251,515544,70.8,73.4,0.1,0,0,515544,151097,0,0,20390,20390,0,1,3,Multifamily Housing,20390,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7869315737572553e-05
1020,25574,4092300140,2020,Multifamily LR (1-4),KELLY ANNE APTS,KELLY ANNE APARTMENTS LLC,1,NORTHEAST,33,1986,816 NE 43RD ST,SEATTLE,WA,98105,47.65963,-122.31914,,,Multifamily LR (1-4),3.3,97,,26.5,27.2,630619,613413,74.2,76.2,0.1,0,0,613412,179781,0,0,32331,23162,9169,1,3,Multifamily Housing,23162,Parking,9169,,,,No Issue,Compliant,,,Multifamily Housing,1.8355666060373454e-05
1021,25576,4092300345,2020,Multifamily LR (1-4),CAMPUS VIEW APARTMENTS II,CAMPUS VIEW APARTMENTS II L L C,4,NORTHEAST,27,1988,4328 7TH AVE NE,SEATTLE,WA,98105,47.6604,-122.32054,,,Multifamily LR (1-4),2.5,93,,22.5,23.1,487024,474786,63.0,64.6,0.1,0,0,474786,139152,0,0,40152,21100,19052,1,4,Multifamily Housing,21100,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7965965275382315e-05
1022,25578,4092300460,2020,Multifamily LR (1-4),WESTWOOD APTS,TRIMARK-UNVERSITY HOUSING III LLC,1,NORTHEAST,84,1985,4317 8TH AVE NE,SEATTLE,WA,98105,47.66001,-122.32011,,,Multifamily LR (1-4),8.2,100,,25.5,26.0,1577505,1544449,71.3,72.8,0.1,0,0,1544449,452652,0,0,84385,60684,23701,1,4,Multifamily Housing,60684,Parking,23701,,,,No Issue,Compliant,,,Multifamily Housing,1.8115461767538857e-05
1023,25579,4092300780,2020,Multifamily LR (1-4),MAPLEWOOD APTS,LOCKE CALVIN W+STEPHEN I+MELVIN F,1,NORTHEAST,24,1985,4253 7TH AVE NE,SEATTLE,WA,98105,47.65911,-122.32119,,,Multifamily LR (1-4),1.7,,,14.0,14.4,333235,324134,39.1,40.2,0.1,0,0,324134,94998,0,0,30964,23195,7769,1,4,Multifamily Housing,23195,Parking,7769,,,,No Issue,Compliant,,,Multifamily Housing,1.7895113581338556e-05
1024,25580,4092300810,2020,Multifamily LR (1-4),APEX (40 UNIT APT BLDG),ABSAROKA HOLDINGS LLC,1,NORTHEAST,40,1983,4233 7TH AVE NE,SEATTLE,WA,98105,47.65864,-122.32109,,,Multifamily LR (1-4),5.1,100,,23.8,24.5,980401,955034,66.7,68.5,0.1,0,0,955034,279904,0,0,40090,40090,0,1,4,Multifamily Housing,40090,Parking,7200,,,,No Issue,Compliant,,,Multifamily Housing,1.8220532754087114e-05
1025,25582,4092300860,2020,Multifamily LR (1-4),THE SHANNON APARTMENTS,SHANNON BUILDING LLC,1,NORTHEAST,24,1987,4219 7TH AVE NE,SEATTLE,WA,98105,47.65809,-122.32117,,,Multifamily LR (1-4),3.2,98,,27.0,27.7,614022,598943,75.6,77.5,0.1,0,0,598942,175540,0,0,31034,22176,8858,1,4,Multifamily Housing,22176,Parking,8858,,,,No Issue,Compliant,,,Multifamily Housing,1.822946337017204e-05
1026,25599,8679000000,2020,Multifamily LR (1-4),TREMEZZO CONDOMINIUM,,4,NORTHEAST,NOT_FOUND,2000,5000 30TH AVE NE,SEATTLE,WA,98105,47.66501,-122.29562,,,Multifamily LR (1-4),3.5,92,,22.6,22.6,663268,663268,63.3,63.3,0.1,0,0,663268,194393,0,0,29351,29351,0,1,3,Multifamily Housing,29351,,,,,,No Issue,Compliant,,,Multifamily Housing,1.800476354601246e-05
1027,25693,4092301481,2020,Multifamily LR (1-4),KELSEY APARTMENTS,ABSAROKA HOLDINGS LLC,1,NORTHEAST,36,1986,4233 9TH AVE NE,SEATTLE,WA,98105,47.65859,-122.31913,,,Multifamily LR (1-4),4.2,100,,22.8,23.3,799568,785034,63.9,65.1,0.1,0,0,785034,230080,0,0,47332,34373,12959,1,4,Multifamily Housing,34373,Parking,12959,,,,No Issue,Compliant,,,Multifamily Housing,1.825452016689847e-05
1028,25701,4092301845,2020,Multifamily LR (1-4),LAKE VIEW APTS,ABSAROKA HOLDINGS LLC,1,NORTHEAST,27,1987,4040 7TH AVE NE,SEATTLE,WA,98105,47.65676,-122.32053,,,Multifamily LR (1-4),2.8,100,,22.5,23.1,537462,521941,62.9,64.7,0.1,0,0,521941,152972,0,0,30347,23432,6915,1,4,Multifamily Housing,23242,Parking,7093,,,,No Issue,Compliant,,,Multifamily Housing,1.8304003347017755e-05
1032,26401,8816400275,2020,Multifamily LR (1-4),HIATT APARTMENTS,HIATT KEMP E,4,NORTHEAST,32,1959,4701 15TH AVE NE,SEATTLE,WA,98105,47.66329,-122.31233,,,Multifamily LR (1-4),3.1,96,,22.6,23.3,610665,591298,63.2,65.3,0.1,0,0,591298,173300,0,0,26185,22181,4004,1,4,Multifamily Housing,26185,Parking,8000,,,,No Issue,Compliant,,,Multifamily Housing,1.788805539526832e-05
1034,26514,8816400550,2020,Multifamily LR (1-4),IRO APARTMENTS,IRO APARTMENT INVESTORS 2022 LLC,4,NORTHEAST,24,1965,5233 15TH AVE NE,SEATTLE,WA,98105,47.66736,-122.31231,,,Multifamily LR (1-4),3.2,96,,20.2,20.8,625919,607931,56.7,58.4,0.1,0,0,607931,178174,0,0,30034,28160,1874,1,4,Multifamily Housing,30024,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7959971713044554e-05
1037,26536,8816401180,2020,Multifamily LR (1-4),University Regency Apt,LEE FAMILY TRUST,4,NORTHEAST,48,1925,4522 BROOKLYN AVE NE,SEATTLE,WA,98105,47.66198,-122.31386,,,Multifamily LR (1-4),4.0,96,,22.1,22.9,780148,754853,62.0,64.1,0.1,0,0,754853,221235,0,0,34090,34090,0,1,3,Multifamily Housing,34090,,,,,,No Issue,Compliant,,,Multifamily Housing,1.808032182972857e-05
1038,26653,8823900835,2020,Multifamily LR (1-4),UNIV PARK APTS,,4,NORTHEAST,27,1981,5240 15TH AVE NE,SEATTLE,WA,98105,47.66781,-122.31161,,,Multifamily LR (1-4),3.7,78,,30.1,31.0,712652,691471,84.3,86.9,0.2,0,0,691471,202658,0,0,28753,22971,5782,1,4,Multifamily Housing,22971,Parking,5782,,,,No Issue,Compliant,,,Multifamily Housing,1.8257359689723574e-05
1040,26668,8823901910,2020,Multifamily LR (1-4),TAMARAC APTS,TAMARAC APARTMENTS LLC,1,NORTHEAST,22,1977,4733 17TH AVE NE,SEATTLE,WA,98105,47.66399,-122.30998,,,Multifamily LR (1-4),2.9,98,,21.6,22.2,556789,540588,60.4,62.2,0.1,0,0,540588,158437,0,0,30358,25076,5282,1,3,Multifamily Housing,25076,Parking,5282,,,,No Issue,Compliant,,,Multifamily Housing,1.8303805298004886e-05
1041,26751,4180180000,2020,Multifamily LR (1-4),LANDINGS LAKE UNION CONDOMINIUM,,1,LAKE UNION,NOT_FOUND,1999,3919 LATONA AVE NE,SEATTLE,WA,98105,47.65537,-122.32603,,,Multifamily LR (1-4),3.5,,,17.4,17.5,671005,664058,48.6,49.1,0.1,0,0,664058,194624,0,0,38270,38270,0,1,4,Other - Lodging/Residential,38270,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7983393620519565e-05
1043,26880,4216900000,2020,Multifamily LR (1-4),LAURELCREST RESIDENTIAL PARK CONDOMINIUM,,1,NORTHEAST,NOT_FOUND,1949,4707 40TH AVE NE,SEATTLE,WA,98105,47.66398,-122.2853,,,Multifamily LR (1-4),12.5,44,,36.2,37.4,2434416,2357469,101.5,104.8,0.2,0,0,2357469,690935,0,0,65042,65042,0,1,2,Multifamily Housing,65042,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8091426834651594e-05
1044,26898,8823902055,2020,Multifamily LR (1-4),THE BARCLAY,BARCLAY APARTMENTS LLC,1,NORTHEAST,27,1979,4747 16TH AVE NE,SEATTLE,WA,98105,47.66455,-122.31115,,,Multifamily LR (1-4),3.5,98,,17.9,18.5,670543,650027,50.1,51.7,0.1,0,0,650027,190512,0,0,36300,36300,0,1,3,Multifamily Housing,36300,,,,,,Account Requires Verification,Not Compliant,,,Multifamily Housing,1.8371546149323927e-05
1047,26922,8823902795,2020,Multifamily LR (1-4),UPSTAIRS DOWNSTAIRS APARTMENTS,UNIVERSITY PROPERTY X LLC,1,NORTHEAST,19,1976,4528 18TH AVE NE,SEATTLE,WA,98105,47.66238,-122.30801,,,Multifamily LR (1-4),3.3,,,17.5,18.0,629375,613492,49.1,50.3,0.1,0,0,613492,179804,0,0,33448,33448,0,1,3,Multifamily Housing,35000,,,,,,No Issue,Compliant,,,Multifamily Housing,1.835331805744032e-05
1048,27321,7174800565,2020,Multifamily LR (1-4),VILLAGE VISTA APTS,GT VILLAGE VISTA LLC,1,NORTHEAST,51,1958,5000 22ND AVE NE,SEATTLE,WA,98105,47.66512,-122.30419,,,Multifamily LR (1-4),4.4,,,27.6,28.4,859275,835708,77.4,79.6,0.1,0,0,835708,244932,0,0,30240,30240,0,4,3,Multifamily Housing,30240,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7964169647085723e-05
1049,27902,6600280000,2020,Multifamily LR (1-4),PACIFIC PALISADES CONDOMINIUM,,1,LAKE UNION,NOT_FOUND,1997,3900 2ND AVE NE,SEATTLE,WA,98105,47.65488,-122.32641,,,Multifamily LR (1-4),4.8,22,,41.1,41.4,902523,896566,115.0,115.8,0.1,0,0,896566,262768,0,0,43422,43422,0,1,4,Multifamily Housing,21823,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8267064482737624e-05
1053,50491,925049120,2020,Multifamily LR (1-4),U20 APARTMENTS,UW 20TH AVE LLC,1,NORTHEAST,,2019,4536 20TH AVE NE,SEATTLE,SEATTLE,98105,47.66235,-122.30622,,,Multifamily LR (1-4),2.7,92,,25.4,26.1,527493,511974,71.0,73.2,0.1,0,0,511974,150051,0,0,20178,20178,0,1,4,Residence Hall/Dormitory,20178,,,,,,No Issue,Compliant,,,Multifamily Housing,1.799388208009277e-05
1056,20252,1142000860,2020,Multifamily MR (5-9),ESCOLIER APARTMENTS,LMB MANAGER LLC+ESCOLIER MNG LLC,4,NORTHEAST,44,1962,4214 11TH AVE NE,SEATTLE,WA,98105,47.65893,-122.31634,,,Multifamily MR (5-9),3.6,100,,21.5,22.1,686153,667866,60.2,61.8,0.1,0,0,667866,195740,0,0,31075,31075,0,1,5,Multifamily Housing,31075,Parking,2500,,,,No Issue,Compliant,,,Multifamily Housing,1.8391744150403598e-05
1058,20297,1142001780,2020,Multifamily MR (5-9),COLLEGE PLACE APARTMENTS,WEBER VENTURES LLC,4,NORTHEAST,73,1970,4131 11TH AVE NE,SEATTLE,WA,98105,47.65769,-122.31702,,,Multifamily MR (5-9),10.0,85,,35.1,36.3,1939735,1875785,98.2,101.6,0.2,0,0,1875785,549761,0,0,71827,53480,18347,1,9,Multifamily Housing,53480,Parking,10000,,,,No Issue,Compliant,,,Multifamily Housing,1.818972244302524e-05
1060,20304,1145000155,2020,Multifamily MR (5-9),THE KENNEDY BUILDING,UNITED DOMINION REALTY LP C/O UNITED DOMINION REALTY TRUST INC,4,NORTHEAST,125,2004,905 NE 45TH ST,SEATTLE,WA,98105,47.66085,-122.31846,,,Multifamily MR (5-9),16.8,93,,27.6,28.1,3217442,3159514,77.3,78.7,0.1,0,0,3159514,926000,0,0,169931,114503,55428,1,7,Multifamily Housing,111373,Financial Office,3130,,,,No Issue,Compliant,,,Multifamily Housing,1.814254859611231e-05
1062,20308,1145000525,2020,Multifamily MR (5-9),ALLEGRO II   (53 UNITS PLUS RETAIL),NOT FOUND,1,NORTHEAST,,1999,4060 9TH AVE NE,SEATTLE,WA,98105,47.65715,-122.31858,,,Multifamily MR (5-9),5.9,100,,23.1,23.4,1119335,1104737,64.7,65.6,0.1,0,0,1104737,323780,0,0,73927,47791,26136,1,6,Multifamily Housing,47791,Parking,26136,,,,No Issue,Compliant,,,Multifamily Housing,1.8222249675705728e-05
1065,24850,8091650000,2020,Multifamily MR (5-9),SUN PLAZA CONDOMINIUM,,4,NORTHEAST,NOT_FOUND,2000,4722 12TH AVE NE,SEATTLE,WA,98105,47.66391,-122.31495,,,Multifamily MR (5-9),3.0,98,,18.7,19.1,569703,559194,52.4,53.4,0.1,0,0,559194,163890,0,0,29866,29866,0,1,6,Multifamily Housing,27653,Office,2213,,,,Account Requires Verification,Not Compliant,,,Multifamily Housing,1.8304960644334614e-05
1067,25577,4092300375,2020,Multifamily MR (5-9),CAMPUS VIEW APTS,CAMPUS VIEW APARTMENTS LLC,4,NORTHEAST,40,1986,4322 7TH AVE NE,SEATTLE,WA,98105,47.66001,-122.32052,,,Multifamily MR (5-9),5.1,88,,30.1,30.8,977062,957043,84.4,86.1,0.2,0,0,957043,280493,0,0,42189,31756,10433,1,5,Multifamily Housing,31756,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8182271928354718e-05
1068,25696,4092301630,2020,Multifamily MR (5-9),PORTAGE BAY APTS,LEE JOE+PENELOPE FAMILY LTD PRTNRSHP,4,NORTHEAST,40,1986,4016 8TH AVE NE,SEATTLE,WA,98105,47.65631,-122.3195,,,Multifamily MR (5-9),4.8,99,,24.7,25.1,919325,903047,69.1,70.4,0.1,0,0,903047,264668,0,0,46689,38605,8084,1,6,Multifamily Housing,36589,Parking,7000,,,,No Issue,Compliant,,,Multifamily Housing,1.8135928786252967e-05
1069,26519,8816400595,2020,Multifamily MR (5-9),17 APT UNITS-OFC-STORE,5200 UNIVERSITY WAY LLC,4,NORTHEAST,17,1975,5200 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66666,-122.31274,,,Multifamily MR (5-9),3.0,,,24.9,25.8,578204,558322,69.8,72.3,0.1,0,0,558322,163635,0,0,30481,22405,8076,1,6,Multifamily Housing,19360,Retail Store,3045,Parking,3000,,No Issue,Compliant,,,Multifamily Housing,1.833348611238427e-05
1070,26520,8816400630,2020,Multifamily MR (5-9),ADRIA,ADRIA NORTHSTAR PROPERTIES LLC,1,NORTHEAST,15,1981,5222 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66725,-122.31273,,,Multifamily MR (5-9),2.8,,,26.0,26.7,541925,527491,72.8,74.8,0.1,0,0,527491,154599,0,0,20280,20280,0,1,5,Multifamily Housing,15524,Retail Store,4756,,,,No Issue,Compliant,,,Multifamily Housing,1.8111372001112555e-05
1071,26524,8816400750,2020,Multifamily MR (5-9),UNIVERSITY PLAZA APARTMENTS,COHANIM PLAZA LLC,4,NORTHEAST,28,1998,5233 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66739,-122.31331,,,Multifamily MR (5-9),3.6,100,,18.4,18.8,694673,679088,51.4,52.6,0.1,0,0,679088,199029,0,0,37002,37002,0,1,5,Multifamily Housing,25142,Parking,16836,Retail Store,11860,,No Issue,Compliant,,,Multifamily Housing,1.8087816348371343e-05
1074,27417,6746700110,2020,Multifamily MR (5-9),ELLIPSE APARTMENTS,HELIX ELLIPSE APARTMENTS LLC,4,NORTHEAST,73,2006,4744 12TH AVE NE,SEATTLE,WA,98105,47.66438,-122.31499,,,Multifamily MR (5-9),8.5,93,,26.5,27.0,1633608,1600575,74.1,75.6,0.1,0,0,1600575,469102,0,0,82254,60490,21764,1,6,Multifamily Housing,60490,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8119726626618518e-05
1076,27884,6746700995,2020,Multifamily MR (5-9),HELIX APARTMENTS,HELIX ELLIPSE APARTMENTS LLC,4,NORTHEAST,77,2006,4751 12TH AVE NE,SEATTLE,WA,98105,47.6646,-122.31558,,,Multifamily MR (5-9),10.7,,,30.5,31.0,2037903,2007373,85.4,86.7,0.3,0,0,2007373,588327,0,0,65826,42189,23637,1,6,Multifamily Housing,62699,Parking,23637,Retail Store,3127,,No Issue,Compliant,,,Multifamily Housing,1.818716462103558e-05
1078,27886,6746701067,2020,Multifamily MR (5-9),TRAVIGNE ON ELEVENTH AVE APTS,11TH AVENUE & 47TH STREET LLC,4,NORTHEAST,75,2001,4726 11TH AVE NE,SEATTLE,WA,98105,47.66391,-122.31602,,,Multifamily MR (5-9),10.6,84,,34.1,34.5,2026482,1999300,95.4,96.7,0.2,0,0,1999300,585961,0,0,91916,66195,25721,1,6,Multifamily Housing,58683,Parking,12284,,,,No Issue,Compliant,,,Multifamily Housing,1.8089941139427366e-05
1084,50005,4092302105,2020,Multifamily MR (5-9),STUDIO 7 APTS,SITCHENSIS HOUSE LLC,1,NORTHEAST,,2014,4029 7TH AVE NE,SEATTLE,SEATTLE,98105,47.65641,-122.32126,,,Multifamily MR (5-9),2.7,,,20.6,20.6,504475,504475,57.6,57.6,0.1,0,0,504474,147853,0,0,30649,30649,0,1,5,Multifamily Housing,24520,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8261381236768954e-05
1095,50506,1142000880,2020,Multifamily MR (5-9),DXU APARTMENTS,ARION INVESTMENT L L C,1,NORTHEAST,,2019,4230 11TH AVE NE,SEATTLE,SEATTLE,98105,47.65926,-122.31636,,,Multifamily MR (5-9),5.3,100,,24.2,24.2,995249,995249,67.9,67.9,0.1,0,0,995249,291691,0,0,41064,41064,0,1,7,Multifamily Housing,41064,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8169912681570567e-05
1099,21913,2436200935,2020,NonResidential,CORRY'S DRYCLEANING,BOWMAN FAMILY I LLC,4,NORTHEAST,NOT_FOUND,1959,4640 UNION BAY PL NE,SEATTLE,WA,98105,47.66353,-122.29505,,,Self-Storage Facility,4.2,,,39.0,39.0,790585,790585,109.1,109.1,0.2,0,0,790585,231707,0,0,20296,20296,0,1,2,Self-Storage Facility,20296,,,,,,No Issue,Compliant,,,Self-Storage Facility,1.8126340593939762e-05
1100,20029,925049089,2020,NonResidential,PHI DELTA THETA,,4,NORTHEAST,NOT_FOUND,1921,2111 NE 47TH ST,SEATTLE,WA,98105,47.66282,-122.305,,,Residence Hall/Dormitory,2.1,97,,18.7,18.7,402013,402013,52.4,52.4,0.1,0,0,402013,117823,0,0,21499,21499,0,1,3,Residence Hall/Dormitory,21499,,,,,,No Issue,Compliant,,,College/University,1.7823345187272434e-05
1103,26906,8823902415,2020,NonResidential,PHI GAMMA DELTA FRATERNITY,,4,NORTHEAST,NOT_FOUND,1929,4503 17TH AVE NE,SEATTLE,WA,98105,47.6617,-122.31007,,,Residence Hall/Dormitory,3.2,88,,26.9,26.9,596012,596012,75.4,75.4,0.1,0,0,596012,174681,0,0,22124,22124,0,1,3,Residence Hall/Dormitory,22124,,,,,,No Issue,Compliant,,,College/University,1.8319107401491863e-05
1123,652,7881500200,2020,NonResidential,WEST SEATTLE CORPORATE CENTER,DEVELOPMENT SERVICES OF AMERICA INC,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1991,4025 DELRIDGE WAY SW,SEATTLE,WA,98106,47.56787,-122.36419,,,Office,34.6,78,,53.4,53.4,6509308,6509308,149.5,149.5,0.3,0,0,6509308,1907769,0,0,138106,121885,16221,1,5,Office,121885,Parking,16221,,,,No Issue,Compliant,,,Office,1.813636766296129e-05
1146,20007,859000025,2020,Multifamily LR (1-4),WESTWOOD COURT APTS,WESTWOOD COURT APARTMENTS LLC,1,DELRIDGE NEIGHBORHOODS,56,1988,2500 SW TRENTON ST,SEATTLE,WA,98106,47.52517,-122.36488,,,Multifamily LR (1-4),8.3,65,,31.8,32.7,1600149,1556664,89.0,91.4,0.2,0,0,1556664,456232,0,0,48996,48996,0,1,4,Multifamily Housing,48996,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8192498553367587e-05
1148,20188,1041400000,2020,Multifamily LR (1-4),BRANDON COURT CONDOMINIUM,,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1999,2401 SW BRANDON ST,SEATTLE,WA,98106,47.5536,-122.36338,,,Multifamily LR (1-4),2.1,,,18.1,18.6,412576,400606,50.6,52.1,0.1,0,0,400606,117411,0,0,27119,27119,0,1,3,Multifamily Housing,22153,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7885888034340906e-05
1149,21588,2114700295,2020,Multifamily LR (1-4),HILL VILLA APTS,HOLDEN HOLDINGS LLC,1,DELRIDGE NEIGHBORHOODS,23,1967,900 SW HOLDEN ST,SEATTLE,WA,98106,47.53445,-122.34774,,,Multifamily LR (1-4),2.6,86,,23.1,23.8,508410,494571,64.8,66.6,0.1,0,0,494571,144951,0,0,21385,21385,0,1,3,Multifamily Housing,21385,,,,,,No Issue,Compliant,,,Multifamily Housing,1.7937095984160166e-05
1150,21592,2114700445,2020,Multifamily LR (1-4),HOLDEN COURT APARTMENTS,HOLDEN COURT APARTMENTS LLC,1,DELRIDGE NEIGHBORHOODS,23,1980,931 SW HOLDEN ST,SEATTLE,WA,98106,47.53384,-122.34899,,,Multifamily LR (1-4),3.7,84,,28.3,28.7,701937,692192,79.2,80.4,0.2,0,0,692191,202870,0,0,31288,24459,6829,1,3,Multifamily Housing,24459,Parking,6829,,,,No Issue,Compliant,,,Multifamily Housing,1.8238280672351755e-05
1152,24160,3438501300,2020,Multifamily LR (1-4),LONGFELLOW CREEK,SEATTLE HOUSING AUTHORITY,1,DELRIDGE NEIGHBORHOODS,83,1993,5915 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54969,-122.36408,,,Multifamily LR (1-4),15.3,30,,42.7,43.7,2943134,2872774,119.5,122.4,0.2,0,0,2872773,841962,0,0,67313,67313,0,1,3,Multifamily Housing,67313,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8171841484532556e-05
1153,24161,3438501950,2020,Multifamily LR (1-4),CROFT PLACE,CROFT PLACE LLC,1,DELRIDGE NEIGHBORHOODS,21,2005,6701 21ST AVE SW,SEATTLE,WA,98106,47.5425,-122.36012,,,Multifamily LR (1-4),3.8,74,,27.6,28.3,735044,716339,77.3,79.3,0.1,0,0,716339,209947,0,0,25951,25951,0,1,2,Multifamily Housing,25951,,,,,,No Issue,Compliant,,,Multifamily Housing,1.809980614155001e-05
1154,24162,3438502400,2020,Multifamily LR (1-4),WILLOW COURT APARTMENTS,POPE & YOUNG PROPERTIES LLC,1,DELRIDGE NEIGHBORHOODS,105,1987,6901 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54141,-122.36166,,,Multifamily LR (1-4),11.9,80,,26.2,26.6,2282265,2246402,73.4,74.6,0.1,0,0,2246402,658383,0,0,85695,85695,0,1,3,Multifamily Housing,85695,,,,,,No Issue,Compliant,,,Multifamily Housing,1.807458576542833e-05
1156,24230,7899800640,2020,Multifamily LR (1-4),MONTRIDGE ARMS,HOUSING AUTHORITY OF THE CITY OF SEATTLE,1,DELRIDGE NEIGHBORHOODS,33,1968,9000 20TH AVE SW,SEATTLE,WA,98106,47.52265,-122.35888,,,Multifamily LR (1-4),4.8,72,,29.3,29.9,923420,906113,82.0,83.6,0.2,0,0,906113,265566,0,0,35448,30932,4516,1,3,Multifamily Housing,30932,Parking,4516,,,,No Issue,Compliant,,,Multifamily Housing,1.8074602923567023e-05
1157,24494,7985400009,2020,Multifamily LR (1-4),WESTRIDGE PARK APARTMENTS (7701),7901 DELRIDGE WAY OWNER WA LP,1,DELRIDGE NEIGHBORHOODS,83,1990,7701 DELRIDGE WAY SW,SEATTLE,WA,98106,47.53345,-122.36082,,,Multifamily LR (1-4),15.4,36,,30.1,31.2,2988011,2888962,84.4,87.3,0.2,0,0,2888962,846706,0,0,95865,95865,0,1,2,Multifamily Housing,95865,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8188131417516825e-05
1159,24496,7985400055,2020,Multifamily LR (1-4),2429 SW HOLDEN ST APTS,HOLDEN STREET FAMILY HOUSING LLC,1,DELRIDGE NEIGHBORHOODS,26,2009,2429 SW HOLDEN ST,SEATTLE,WA,98106,47.53347,-122.36471,,,Multifamily LR (1-4),5.4,64,,31.4,32.1,1038608,1018352,88.0,89.7,0.2,0,0,1018352,298462,0,0,32405,30003,2402,1,3,Multifamily Housing,32405,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8092755526666714e-05
1160,25131,8945500000,2020,Multifamily LR (1-4),VILLAGE SQUARE CONDOMINIUM,STEVENS STANLEY LOUIS,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1979,9000 25TH AVE SW,SEATTLE,WA,98106,47.52141,-122.36426,,,Multifamily LR (1-4),8.2,94,,24.0,24.6,1589938,1548725,67.1,68.9,0.1,0,0,1548725,453905,0,0,64618,64618,0,1,3,Multifamily Housing,64618,Parking,13400,,,,No Issue,Compliant,,,Multifamily Housing,1.806545422500303e-05
1162,26026,9325000000,2020,Multifamily LR (1-4),WESTWOOD PLAZA CONDOMINIUM,,1,DELRIDGE NEIGHBORHOODS,NOT_FOUND,1981,2421 SW TRENTON ST,SEATTLE,WA,98106,47.52451,-122.36424,,,Multifamily LR (1-4),4.9,58,,28.7,29.4,945681,920333,80.2,82.4,0.1,0,0,920333,269734,0,0,35122,35122,0,1,3,Multifamily Housing,32122,,,,,,No Issue,Compliant,,,Multifamily Housing,1.816604506662119e-05
